branch_class,status,source,native_id,term_name,description,intersection_size,term_size,effective_domain_size,query_size_mappable,p_value_corrected,significant_g_scs,precision,recall,source_order,group_id,branch_n_genes,branch_exact_2NAP_human_n,branch_exact_2NAP_experimental_n,branch_parent_naphthalene_n,branch_multi_source_ge2_n,branch_CTD_n,branch_toxicogenomic_n,branch_bioassay_target_n,background_n_genes,background_definition,multiple_testing,accessed_at_utc,source_database,error
shared,OK,GO:BP,GO:0048536,spleen development,"""The process whose specific outcome is the progression of the spleen over time, from its formation to the mature structure. The spleen is a large vascular lymphatic organ composed of white and red pulp, involved both in hemopoietic and immune system functions."" [GOC:add, ISBN:0781735149]",5,7,682,189,1.0,False,0.026455026455026454,0.7142857142857143,11968,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048535,lymph node development,"""The process whose specific outcome is the progression of lymph nodes over time, from their formation to the mature structure. A lymph node is a round, oval, or bean shaped structure localized in clusters along the lymphatic vessels, with a distinct internal structure including specialized vasculature and B- and T-zones for the activation of lymphocytes."" [GOC:add, ISBN:068340007X, ISBN:0781735149]",1,1,682,189,1.0,False,0.005291005291005291,1.0,11967,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048534,hematopoietic or lymphoid organ development,"""The process whose specific outcome is the progression of any organ involved in hematopoiesis (also known as hemopoiesis) or lymphoid cell activation over time, from its formation to the mature structure. Such development includes differentiation of resident cell types (stromal cells) and of migratory cell types dependent on the unique microenvironment afforded by the organ for their proper differentiation."" [GOC:add, GOC:rl, ISBN:0781735149]",12,17,682,189,1.0,False,0.06349206349206349,0.7058823529411765,11966,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048532,anatomical structure arrangement,"""The process that gives rise to the configuration of the constituent parts of an anatomical structure. This process pertains to the physical shaping of a rudimentary structure. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:go_curators]",1,3,682,189,1.0,False,0.005291005291005291,0.3333333333333333,11964,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048525,negative regulation of viral process,"""Any process that stops, prevents, or reduces the frequency, rate or extent of a multi-organism process in which a virus is a participant."" [GOC:bf, GOC:jl]",3,7,682,189,1.0,False,0.015873015873015872,0.42857142857142855,11959,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048524,positive regulation of viral process,"""Any process that activates or increases the frequency, rate or extent of a multi-organism process in which a virus is a participant."" [GOC:bf, GOC:jl]",3,8,682,189,1.0,False,0.015873015873015872,0.375,11958,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048634,regulation of muscle organ development,"""Any process that modulates the frequency, rate or extent of muscle development."" [GOC:go_curators]",2,5,682,189,1.0,False,0.010582010582010581,0.4,12044,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048625,myoblast fate commitment,"""The process in which the developmental fate of a cell becomes restricted such that it will develop into a myoblast. A myoblast is a mononucleate cell type that, by fusion with other myoblasts, gives rise to the myotubes that eventually develop into skeletal muscle fibers."" [CL:0000056, GOC:dph, GOC:mtg_muscle]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12035,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048617,embryonic foregut morphogenesis,"""The process in which the anatomical structures of the foregut are generated and organized, during the embryonic phase."" [GOC:jid, GOC:rc]",2,3,682,189,1.0,False,0.010582010582010581,0.6666666666666666,12028,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048609,multicellular organismal reproductive process,"""The process, occurring above the cellular level, that is pertinent to the reproductive function of a multicellular organism. This includes the integrated processes at the level of tissues and organs."" [GOC:dph, GOC:jid, GOC:tb]",26,57,682,189,1.0,False,0.13756613756613756,0.45614035087719296,12021,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048608,reproductive structure development,"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]",17,30,682,189,1.0,False,0.08994708994708994,0.5666666666666667,12020,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048599,oocyte development,"""The process whose specific outcome is the progression of an oocyte over time, from initial commitment of the cell to its specific fate, to the fully functional differentiated cell."" [GOC:go_curators]",5,5,682,189,1.0,False,0.026455026455026454,1.0,12017,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048598,embryonic morphogenesis,"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]",16,42,682,189,1.0,False,0.08465608465608465,0.38095238095238093,12016,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048597,post-embryonic camera-type eye morphogenesis,"""The process in which the anatomical structures of the eye are generated and organized during post-embryonic development."" [GOC:jid, GOC:mtg_transport, ISBN:0815340729]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12015,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048593,camera-type eye morphogenesis,"""The process in which the anatomical structures of the eye are generated and organized. The camera-type eye is an organ of sight that receives light through an aperture and focuses it through a lens, projecting it on a photoreceptor field."" [GOC:jid, GOC:mtg_sensu]",3,9,682,189,1.0,False,0.015873015873015872,0.3333333333333333,12013,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048592,eye morphogenesis,"""The process in which the anatomical structures of the eye are generated and organized."" [GOC:jid, GOC:mtg_sensu]",5,13,682,189,1.0,False,0.026455026455026454,0.38461538461538464,12012,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048589,developmental growth,"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]",32,65,682,189,1.0,False,0.1693121693121693,0.49230769230769234,12011,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048588,developmental cell growth,"""The growth of a cell, where growth contributes to the progression of the cell over time from one condition to another."" [GOC:go_curators, GOC:isa_complete]",9,16,682,189,1.0,False,0.047619047619047616,0.5625,12010,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048568,embryonic organ development,"""Development, taking place during the embryonic phase, of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:jid]",17,32,682,189,1.0,False,0.08994708994708994,0.53125,11991,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048666,neuron development,"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]",21,59,682,189,1.0,False,0.1111111111111111,0.3559322033898305,12075,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048665,neuron fate specification,"""The process in which a cell becomes capable of differentiating autonomously into a neuron in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed."" [GOC:dph]",1,5,682,189,1.0,False,0.005291005291005291,0.2,12074,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048663,neuron fate commitment,"""The process in which the developmental fate of a cell becomes restricted such that it will develop into a neuron."" [GOC:dph]",1,5,682,189,1.0,False,0.005291005291005291,0.2,12072,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048662,negative regulation of smooth muscle cell proliferation,"""Any process that stops, prevents or reduces the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",8,10,682,189,1.0,False,0.042328042328042326,0.8,12071,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048661,positive regulation of smooth muscle cell proliferation,"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]",8,9,682,189,1.0,False,0.042328042328042326,0.8888888888888888,12070,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048645,animal organ formation,"""The process pertaining to the initial formation of an animal organ from unspecified parts. The process begins with the specific processes that contribute to the appearance of the discrete structure, such as inductive events, and ends when the structural rudiment of the organ is recognizable, such as a condensation of mesenchymal cells into the organ rudiment. Organs are a natural part or structure in an animal or a plant, capable of performing some special action (termed its function), which is essential to the life or well-being of the whole. The heart and lungs are organs of animals, and the petal and leaf are organs of plants. In animals the organs are generally made up of several tissues, one of which usually predominates, and determines the principal function of the organ."" [GOC:dph, GOC:jid]",3,5,682,189,1.0,False,0.015873015873015872,0.6,12054,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048644,muscle organ morphogenesis,"""The process in which the anatomical structures of muscle are generated and organized."" [GOC:jid]",2,5,682,189,1.0,False,0.010582010582010581,0.4,12053,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048643,positive regulation of skeletal muscle tissue development,"""Any process that activates, maintains or increases the rate of skeletal muscle tissue development."" [GOC:go_curators]",1,2,682,189,1.0,False,0.005291005291005291,0.5,12052,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048641,regulation of skeletal muscle tissue development,"""Any process that modulates the frequency, rate or extent of skeletal muscle tissue development."" [GOC:go_curators]",1,2,682,189,1.0,False,0.005291005291005291,0.5,12050,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048640,negative regulation of developmental growth,"""Any process that stops, prevents, or reduces the frequency, rate or extent of developmental growth."" [GOC:go_curators]",7,10,682,189,1.0,False,0.037037037037037035,0.7,12049,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048639,positive regulation of developmental growth,"""Any process that activates, maintains or increases the rate of developmental growth."" [GOC:go_curators]",7,19,682,189,1.0,False,0.037037037037037035,0.3684210526315789,12048,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048638,regulation of developmental growth,"""Any process that modulates the frequency, rate or extent of developmental growth."" [GOC:go_curators]",19,36,682,189,1.0,False,0.10052910052910052,0.5277777777777778,12047,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048636,positive regulation of muscle organ development,"""Any process that activates, maintains or increases the rate of muscle development."" [GOC:go_curators]",2,3,682,189,1.0,False,0.010582010582010581,0.6666666666666666,12046,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048730,epidermis morphogenesis,"""The process in which the anatomical structures of the epidermis are generated and organized. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:jid, UBERON:0001003]",2,2,682,189,1.0,False,0.010582010582010581,1.0,12137,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048729,tissue morphogenesis,"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]",29,59,682,189,1.0,False,0.15343915343915343,0.4915254237288136,12136,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048714,positive regulation of oligodendrocyte differentiation,"""Any process that activates or increases the frequency, rate or extent of oligodendrocyte differentiation."" [GOC:vp, PMID:15139015]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12121,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048713,regulation of oligodendrocyte differentiation,"""Any process that modulates the frequency, rate or extent of oligodendrocyte differentiation."" [GOC:vp, PMID:15139015]",1,4,682,189,1.0,False,0.005291005291005291,0.25,12120,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048709,oligodendrocyte differentiation,"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]",3,8,682,189,1.0,False,0.015873015873015872,0.375,12116,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048708,astrocyte differentiation,"""The process in which a relatively unspecialized cell acquires the specialized features of an astrocyte. An astrocyte is the most abundant type of glial cell. Astrocytes provide support for neurons and regulate the environment in which they function."" [GOC:vp, PMID:15139015]",9,14,682,189,1.0,False,0.047619047619047616,0.6428571428571429,12115,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048706,embryonic skeletal system development,"""The process, occurring during the embryonic phase, whose specific outcome is the progression of the skeleton over time, from its formation to the mature structure."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]",3,7,682,189,1.0,False,0.015873015873015872,0.42857142857142855,12113,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048705,skeletal system morphogenesis,"""The process in which the anatomical structures of the skeleton are generated and organized."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb]",4,11,682,189,1.0,False,0.021164021164021163,0.36363636363636365,12112,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048704,embryonic skeletal system morphogenesis,"""The process in which the anatomical structures of the skeleton are generated and organized during the embryonic phase."" [GOC:dph, GOC:dsf, GOC:jid, GOC:tb, PMID:16049113]",2,6,682,189,1.0,False,0.010582010582010581,0.3333333333333333,12111,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048701,embryonic cranial skeleton morphogenesis,"""The process in which the anatomical structures of the cranial skeleton are generated and organized during the embryonic phase."" [GOC:dsf, GOC:jid, PMID:16049113]",2,5,682,189,1.0,False,0.010582010582010581,0.4,12108,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048699,generation of neurons,"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]",32,84,682,189,1.0,False,0.1693121693121693,0.38095238095238093,12106,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048678,response to axon injury,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an axon injury stimulus."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]",4,7,682,189,1.0,False,0.021164021164021163,0.5714285714285714,12086,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048675,axon extension,"""Long distance growth of a single axon process involved in cellular development."" [GOC:BHF, GOC:dgh, GOC:dph, GOC:jid, GOC:lm, GOC:rl]",4,8,682,189,1.0,False,0.021164021164021163,0.5,12084,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048669,collateral sprouting in absence of injury,"""The process in which outgrowths develop from the axons of intact undamaged neurons."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12078,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048668,collateral sprouting,"""The process in which outgrowths develop from the shafts of existing axons."" [GOC:dgh, GOC:dph, GOC:jid, GOC:lm]",2,2,682,189,1.0,False,0.010582010582010581,1.0,12077,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048667,cell morphogenesis involved in neuron differentiation,"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]",9,25,682,189,1.0,False,0.047619047619047616,0.36,12076,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048813,dendrite morphogenesis,"""The process in which the anatomical structures of a dendrite are generated and organized."" [GOC:aruk, GOC:bc, GOC:jl, ISBN:0198506732, PMID:22683681]",1,3,682,189,1.0,False,0.005291005291005291,0.3333333333333333,12208,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048812,neuron projection morphogenesis,"""The process in which the anatomical structures of a neuron projection are generated and organized. A neuron projection is any process extending from a neural cell, such as axons or dendrites."" [GOC:mah]",11,31,682,189,1.0,False,0.0582010582010582,0.3548387096774194,12207,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048808,male genitalia morphogenesis,"""The process in which the anatomical structures of male genitalia are generated and organized."" [GOC:ems, ISBN:0140512888]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12203,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048806,genitalia development,"""The process whose specific outcome is the progression of the genitalia over time, from its formation to the mature structure."" [GOC:jid]",4,4,682,189,1.0,False,0.021164021164021163,1.0,12201,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048799,animal organ maturation,"""A developmental process, independent of morphogenetic (shape) change, that is required for an animal organ to attain its fully functional state. An organ is a tissue or set of tissues that work together to perform a specific function or functions."" [GOC:curators]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12194,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048771,tissue remodeling,"""The reorganization or renovation of existing tissues. This process can either change the characteristics of a tissue such as in blood vessel remodeling, or result in the dynamic equilibrium of a tissue such as in bone remodeling."" [GOC:ebc]",13,22,682,189,1.0,False,0.06878306878306878,0.5909090909090909,12170,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048762,mesenchymal cell differentiation,"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]",11,17,682,189,1.0,False,0.0582010582010582,0.6470588235294118,12163,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048754,branching morphogenesis of an epithelial tube,"""The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder."" [GOC:dgh, GOC:dph, GOC:jid]",11,17,682,189,1.0,False,0.0582010582010582,0.6470588235294118,12155,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048753,pigment granule organization,"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a pigment granule."" [GOC:rc]",2,2,682,189,1.0,False,0.010582010582010581,1.0,12154,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048743,positive regulation of skeletal muscle fiber development,"""Any process that activates, maintains or increases the rate of skeletal muscle fiber development. Muscle fibers are formed by the maturation of myotubes. They can be classed as slow, intermediate/fast or fast."" [GOC:dph, GOC:jid, GOC:lm, GOC:mtg_muscle]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12148,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048742,regulation of skeletal muscle fiber development,"""Any process that modulates the frequency, rate or extent of skeletal muscle fiber development. Muscle fibers are formed by the maturation of myotubes. They can be classed as slow, intermediate/fast or fast."" [GOC:dph, GOC:jid, GOC:mtg_muscle, GOC:sm]",2,2,682,189,1.0,False,0.010582010582010581,1.0,12147,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048741,skeletal muscle fiber development,"""The process whose specific outcome is the progression of the skeletal muscle fiber over time, from its formation to the mature structure. Muscle fibers are formed by the maturation of myotubes. They can be classed as slow, intermediate/fast or fast."" [GOC:dph, GOC:ef, GOC:jid, GOC:lm, GOC:mtg_muscle]",3,6,682,189,1.0,False,0.015873015873015872,0.5,12146,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048738,cardiac muscle tissue development,"""The process whose specific outcome is the progression of cardiac muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]",11,24,682,189,1.0,False,0.0582010582010582,0.4583333333333333,12145,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048736,appendage development,"""The process whose specific outcome is the progression of an appendage over time, from its formation to the mature structure. An appendage is an organ or part that is attached to the trunk of an organism, such as a limb or a branch."" [GOC:jid, GOC:rc]",3,11,682,189,1.0,False,0.015873015873015872,0.2727272727272727,12143,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
shared,OK,GO:BP,GO:0048866,stem cell fate specification,"""The process in which a cell becomes capable of differentiating autonomously into a stem cell in an environment that is neutral with respect to the developmental pathway. Upon specification, the cell fate can be reversed."" [CL:0000034, GOC:isa_complete]",1,1,682,189,1.0,False,0.005291005291005291,1.0,12256,1,189,34,2,185,17,117,89,88,828,all 828 M1b expanded-universe gene symbols,g:SCS,2026-08-30T07:50:46.637800+00:00,g:Profiler g:GOSt,
