background,source,term_id,term_name,term_size_api,term_size_local,intersection_size_api,intersection_size_local,query_size_api,query_size_local,effective_domain_api,effective_domain_local,local_raw_p_custom_domain,local_raw_p_annotated_domain,gprofiler_p_value_adjusted,historical_runner_raw_p,gprofiler_p_value_reconstructed_bh,local_annotated_domain_bh_fdr,api_adjusted_p_abs_diff,audit_focus
sensitivity_dinp93,GO:BP,GO:0048666,neuron development,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0010001,glial cell differentiation,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0045923,positive regulation of fatty acid metabolic process,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0007623,circadian rhythm,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0050728,negative regulation of inflammatory response,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0032103,positive regulation of response to external stimulus,12,12,5,5,18,18,100,100,0.038102029534996834,0.03971354737464027,0.19671503146433347,0.038102029534996834,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:1904705,regulation of vascular associated smooth muscle cell proliferation,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:1990874,vascular associated smooth muscle cell proliferation,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0010575,positive regulation of vascular endothelial growth factor production,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0010574,regulation of vascular endothelial growth factor production,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0090101,negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0098542,defense response to other organism,12,12,5,5,18,18,100,100,0.038102029534996834,0.03971354737464027,0.19671503146433347,0.038102029534996834,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0062012,regulation of small molecule metabolic process,12,12,5,5,18,18,100,100,0.038102029534996834,0.03971354737464027,0.19671503146433347,0.038102029534996834,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0071222,cellular response to lipopolysaccharide,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0090092,regulation of transmembrane receptor protein serine/threonine kinase signaling pathway,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0060135,maternal process involved in female pregnancy,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0060322,head development,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0060284,regulation of cell development,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0006633,fatty acid biosynthetic process,12,12,5,5,18,18,100,100,0.038102029534996834,0.03971354737464027,0.19671503146433347,0.038102029534996834,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0010573,vascular endothelial growth factor production,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:2001243,negative regulation of intrinsic apoptotic signaling pathway,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:1904018,positive regulation of vasculature development,5,5,3,3,18,18,100,100,0.03944111852800824,0.040550063067698434,0.19671503146433347,0.03944111852800824,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0140546,defense response to symbiont,12,12,5,5,18,18,100,100,0.038102029534996834,0.03971354737464027,0.19671503146433347,0.038102029534996834,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0016192,vesicle-mediated transport,12,12,5,5,18,18,100,100,0.038102029534996834,0.03971354737464027,0.19671503146433347,0.038102029534996834,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0010629,negative regulation of gene expression,16,16,6,6,18,18,100,100,0.03774562667945105,0.039596299979753675,0.19671503146433347,0.03774562667945105,0.1967150314643197,0.2022459613202372,1.3766765505351941e-14,False
sensitivity_dinp93,GO:BP,GO:0023052,signaling,51,51,13,13,18,18,100,100,0.04076384552167558,0.04498002017272989,0.20230571849249096,0.04076384552167558,0.20230571849247408,0.2230339978754353,1.687538997430238e-14,False
sensitivity_dinp93,GO:BP,GO:0007154,cell communication,51,51,13,13,18,18,100,100,0.04076384552167558,0.04498002017272989,0.20230571849249096,0.04076384552167558,0.20230571849247408,0.2230339978754353,1.687538997430238e-14,False
sensitivity_dinp93,GO:BP,GO:0010557,positive regulation of macromolecule biosynthetic process,30,30,9,9,18,18,100,100,0.04214963856278638,0.0450517551818211,0.2086667291812152,0.04214963856278638,0.20866672918120172,0.2230339978754353,1.3489209749195652e-14,False
sensitivity_dinp93,GO:BP,GO:0008610,lipid biosynthetic process,21,21,7,7,18,18,100,100,0.046137734468895845,0.04865575405561356,0.22784767884271556,0.046137734468895845,0.22784767884269994,0.24028272630912606,1.5626389071599078e-14,False
sensitivity_dinp93,GO:BP,GO:0080090,regulation of primary metabolic process,41,41,11,11,18,18,100,100,0.05022879356912141,0.054384567614035706,0.24744159976927943,0.05022879356912141,0.24744159976925903,0.2646002868854006,2.040034807748725e-14,False
sensitivity_dinp93,GO:BP,GO:0051252,regulation of RNA metabolic process,26,26,8,8,18,18,100,100,0.05099103804953649,0.05407931586526181,0.25058095904246225,0.05099103804953649,0.2505809590424526,0.2646002868854006,9.658940314238862e-15,False
sensitivity_dinp93,GO:BP,GO:0051241,negative regulation of multicellular organismal process,17,17,6,6,18,18,100,100,0.05154155491807365,0.05398817339941512,0.2520507746603467,0.05154155491807365,0.25205077466033576,0.2646002868854006,1.0935696792557792e-14,False
sensitivity_dinp93,GO:BP,GO:0060429,epithelium development,17,17,6,6,18,18,100,100,0.05154155491807365,0.05398817339941512,0.2520507746603467,0.05154155491807365,0.25205077466033576,0.2646002868854006,1.0935696792557792e-14,False
sensitivity_dinp93,GO:BP,GO:0006508,proteolysis,9,9,4,4,18,18,100,100,0.052692014673179986,0.05450369999185558,0.25580505912765883,0.052692014673179986,0.25580505912766555,0.2646002868854006,6.716849298982197e-15,False
sensitivity_dinp93,GO:BP,GO:0010565,regulation of ketone metabolic process,9,9,4,4,18,18,100,100,0.052692014673179986,0.05450369999185558,0.25580505912765883,0.052692014673179986,0.25580505912766555,0.2646002868854006,6.716849298982197e-15,False
sensitivity_dinp93,GO:BP,GO:0050778,positive regulation of immune response,9,9,4,4,18,18,100,100,0.052692014673179986,0.05450369999185558,0.25580505912765883,0.052692014673179986,0.25580505912766555,0.2646002868854006,6.716849298982197e-15,False
sensitivity_dinp93,GO:BP,GO:0010817,regulation of hormone levels,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0010876,lipid localization,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0006796,phosphate-containing compound metabolic process,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0048871,multicellular organismal-level homeostasis,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0072330,monocarboxylic acid biosynthetic process,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0008285,negative regulation of cell population proliferation,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0006793,phosphorus metabolic process,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0001816,cytokine production,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0001817,regulation of cytokine production,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0048609,multicellular organismal reproductive process,13,13,5,5,18,18,100,100,0.05462008739137978,0.056847501416872954,0.25889663172512956,0.05462008739137978,0.258896631725098,0.26945446889085173,3.1530333899354446e-14,False
sensitivity_dinp93,GO:BP,GO:0060068,vagina development,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1904956,regulation of midbrain dopaminergic neuron differentiation,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1904951,positive regulation of establishment of protein localization,4,4,2,2,18,18,100,100,0.14742459307996708,0.15005833636171387,0.2713533834586467,0.14742459307996708,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1904948,midbrain dopaminergic neuron differentiation,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1904893,negative regulation of receptor signaling pathway via STAT,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1904892,regulation of receptor signaling pathway via STAT,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0051964,negative regulation of synapse assembly,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0051963,regulation of synapse assembly,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0060071,"Wnt signaling pathway, planar cell polarity pathway",1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1904958,positive regulation of midbrain dopaminergic neuron differentiation,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0060065,uterus development,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0051602,response to electrical stimulus,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0051549,positive regulation of keratinocyte migration,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0051547,regulation of keratinocyte migration,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0052547,regulation of peptidase activity,3,3,2,2,18,18,100,100,0.08263450834879447,0.08421475431784715,0.2713533834586467,0.08263450834879447,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0051966,"regulation of synaptic transmission, glutamatergic",1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0051336,regulation of hydrolase activity,4,4,2,2,18,18,100,100,0.14742459307996708,0.15005833636171387,0.2713533834586467,0.14742459307996708,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:0051315,attachment of mitotic spindle microtubules to kinetochore,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1905048,regulation of metallopeptidase activity,3,3,2,2,18,18,100,100,0.08263450834879447,0.08421475431784715,0.2713533834586467,0.08263450834879447,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1905050,positive regulation of metallopeptidase activity,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1905153,regulation of membrane invagination,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1905155,positive regulation of membrane invagination,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
sensitivity_dinp93,GO:BP,GO:1905203,regulation of connective tissue replacement,1,1,1,1,18,18,100,100,0.18000000000000294,0.18181818181818826,0.2713533834586467,0.18000000000000294,0.27135338345865107,0.2740943267259154,4.385380947269368e-15,False
