drug_key,platforms_tested,n_platforms_tested,GDSC1_DRUG_NAME,GDSC1_status,GDSC2_DRUG_NAME,GDSC2_status,PRISM_DRUG_NAME,PRISM_status,PRISM_median_background_rho,PRISM_global_empirical_q_value,PRISM_n_backgrounds_available,PRISM_n_positive_backgrounds,PRISM_n_positive_nonHCT116_backgrounds,PRISM_leave_HCT116_out_median_rho,PRISM_n_models_direction_consistent_ge3of4,PRISM_signature_robust_flag,PRISM_strict_database_gate,CTRPv2_DRUG_NAME,CTRPv2_status,strict_platforms,n_strict_gdsc_platforms,n_strict_external_platforms,replication_level,external_replication_flag,GDSC2_median_background_rho,GDSC2_global_empirical_q_value,GDSC2_n_backgrounds_available,GDSC2_n_positive_backgrounds,GDSC2_n_positive_nonHCT116_backgrounds,GDSC2_leave_HCT116_out_median_rho,GDSC2_n_models_direction_consistent_ge3of4,GDSC2_signature_robust_flag,GDSC2_strict_database_gate,CTRPv2_median_background_rho,CTRPv2_global_empirical_q_value,CTRPv2_n_backgrounds_available,CTRPv2_n_positive_backgrounds,CTRPv2_n_positive_nonHCT116_backgrounds,CTRPv2_leave_HCT116_out_median_rho,CTRPv2_n_models_direction_consistent_ge3of4,CTRPv2_signature_robust_flag,CTRPv2_strict_database_gate,GDSC1_median_background_rho,GDSC1_global_empirical_q_value,GDSC1_n_backgrounds_available,GDSC1_n_positive_backgrounds,GDSC1_n_positive_nonHCT116_backgrounds,GDSC1_leave_HCT116_out_median_rho,GDSC1_n_models_direction_consistent_ge3of4,GDSC1_signature_robust_flag,GDSC1_strict_database_gate
PF04691502,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PF-04691502,tested,-0.09384615384615383,0.10006011416013329,4.0,1.0,1.0,-0.1446153846153846,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF05212384,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PF-05212384,tested,0.06456654456654455,0.6034857440750175,4.0,3.0,3.0,0.07203907203907202,4.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF184,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,PF-184,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.02975579975579975,0.00019996000799840029,4.0,2.0,1.0,-0.06256410256410255,1.0,False,False,,,,,,,,,
PF3845,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PF-3845,tested,-0.04591973244147157,0.0003439312137572485,4.0,2.0,2.0,0.05739130434782608,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF4708671,GDSC1,1,PF-4708671,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0767498267498267,0.0002492038905651,4.0,3.0,3.0,0.0968377284166757,3.0,True,False
PF477736,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PF-477736,tested,0.0,0.13303746330379942,4.0,2.0,2.0,0.12,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF4981517,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PF-4981517,tested,0.016103678929765886,0.0003439312137572485,4.0,3.0,2.0,0.013076923076923076,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PF543,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,PF-543,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.04725157600557639,0.00019996000799840029,4.0,3.0,2.0,0.018118944483376278,3.0,True,False,,,,,,,,,
PF562271,GDSC1;PRISM,2,PF-562271,tested,,not_tested_or_name_unmatched,PF-562271,tested,0.015897435897435894,0.12390161237158961,4.0,2.0,2.0,0.037948717948717944,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.0497497219132369,0.0002492038905651,4.0,2.0,2.0,0.1043381535038932,1.0,True,False
PF750,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,PF-750,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.07847280110164774,0.00019996000799840029,4.0,1.0,0.0,-0.10951002634653587,0.0,False,False,,,,,,,,,
PFI3,GDSC1;GDSC2,2,PFI-3,tested,PFI3,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0463266515256245,0.652892372345203,4.0,2.0,2.0,0.1084427767354596,3.0,True,False,,,,,,,,,,0.0325670498084291,0.0002492038905651,4.0,2.0,2.0,0.1127531472359058,0.0,True,False
PHA665752,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PHA-665752,tested,-0.1615612648221344,0.0003439312137572485,4.0,1.0,1.0,-0.18972332015810275,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHA680632,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PHA-680632,tested,0.046442687747035576,0.0003439312137572485,4.0,3.0,2.0,0.049407114624505935,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHA848125,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PHA-848125,tested,-0.12433205222524252,0.2878885892327497,4.0,1.0,1.0,-0.016814449482056237,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHENFORMIN,GDSC1,1,Phenformin,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.2089397089397089,0.0002492038905651,4.0,1.0,1.0,-0.173213699529489,0.0,False,False
PHENIRAMINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pheniramine,tested,0.04863247863247863,0.11393358050995922,4.0,3.0,2.0,0.03111111111111111,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHENYLBUTAZONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,phenylbutazone,tested,0.1780587833219412,0.0003439312137572485,4.0,3.0,2.0,0.16363636363636364,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHENYLMERCURICACETATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,phenylmercuric-acetate,tested,-0.08615384615384616,0.4535931256167988,4.0,1.0,1.0,-0.12957264957264958,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHLORETIN,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Phloretin,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.04321920245014685,0.00019996000799840029,4.0,2.0,2.0,0.22807241774896764,1.0,True,False,,,,,,,,,
PI103,CTRPv2;GDSC1;PRISM,3,PI-103,tested,,not_tested_or_name_unmatched,PI-103,tested,0.08202341137123745,0.0003439312137572485,4.0,3.0,3.0,0.1217391304347826,1.0,False,False,PI-103,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.002521780625341627,0.00019996000799840029,4.0,2.0,1.0,-0.014750942814729159,4.0,True,False,0.0817011343327132,0.0002492038905651,4.0,2.0,2.0,0.191377612430244,0.0,True,False
PI3KIN2,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PI3K-IN-2,tested,-0.09683760683760682,0.09465601433090287,4.0,1.0,0.0,-0.1769230769230769,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIBENZIMOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pibenzimol,tested,0.005819397993311021,0.0003439312137572485,4.0,2.0,2.0,0.16086956521739126,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICOLINICACID,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,picolinic-acid,tested,-0.10008361204013377,0.0003439312137572485,4.0,1.0,1.0,-0.1453846153846154,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PICOLINICIACID,GDSC2,1,,not_tested_or_name_unmatched,Picolinici-acid,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0846104473190481,0.3790165733669409,4.0,1.0,1.0,-0.0514071294559099,0.0,False,False,,,,,,,,,,,,,,,,,,
PICTILISIB,CTRPv2;GDSC1;GDSC2,3,Pictilisib,tested,Pictilisib,tested,,not_tested_or_name_unmatched,,,,,,,,,,Pictilisib,tested,,0,0,Reject_opposite_direction,False,0.0870992449939818,0.092929758419177,4.0,3.0,3.0,0.099682678630047,2.0,False,False,-0.1324575807334428,0.00019996000799840029,4.0,1.0,1.0,-0.09359605911330049,0.0,False,False,-0.0219444140496772,0.070764530479484,4.0,2.0,2.0,0.0190283400809716,0.0,False,False
PIFITHRINMU,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Pifithrin-mu,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.15991396978809308,0.00019996000799840029,4.0,1.0,0.0,-0.16717948717948716,0.0,False,False,,,,,,,,,
PIK75,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PIK-75,tested,-0.02230769230769231,0.1229458905266917,4.0,1.0,1.0,-0.013076923076923076,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PILARALISIB,GDSC1;PRISM,2,Pilaralisib,tested,,not_tested_or_name_unmatched,pilaralisib,tested,-0.20960474308300395,0.0003439312137572485,4.0,1.0,0.0,-0.29051383399209485,1.0,False,False,,not_tested_or_name_unmatched,,0,0,Reject_opposite_direction,False,,,,,,,,,,,,,,,,,,,0.0815825947404894,0.0002492038905651,4.0,2.0,2.0,0.1657730605099026,1.0,True,False
PIPERACETAZINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,piperacetazine,tested,-0.32481203007518794,0.0003439312137572485,1.0,0.0,0.0,-0.32481203007518794,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIPERINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,piperine,tested,-0.0776923076923077,0.10476348947201347,4.0,2.0,2.0,0.04769230769230769,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRENPERONE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pirenperone,tested,-0.19576923076923075,0.04997750449910018,4.0,1.0,1.0,-0.18,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIRETANIDE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,piretanide,tested,-0.15112648221343872,0.0003439312137572485,4.0,1.0,1.0,-0.2617391304347826,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIROXICAM,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,piroxicam,tested,-0.18616600790513835,0.0003439312137572485,4.0,0.0,0.0,-0.22608695652173913,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITAVASTATIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pitavastatin,tested,0.08496240601503756,0.0003439312137572485,2.0,1.0,1.0,0.08496240601503756,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PJ34,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PJ-34,tested,0.0850790513833992,0.0003439312137572485,4.0,2.0,2.0,0.17885375494071146,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PKI179,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PKI-179,tested,-0.12581939799331104,0.0003439312137572485,4.0,1.0,1.0,-0.1208695652173913,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLATIN,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Platin,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.12145668014446008,0.00019996000799840029,4.0,3.0,3.0,0.1403939830008921,3.0,True,False,,,,,,,,,
PLDI,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,PL-DI,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.0018883415435139586,0.00019996000799840029,4.0,2.0,2.0,0.014285714285714282,1.0,False,False,,,,,,,,,
PLINABULIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,plinabulin,tested,-0.0628205128205128,0.10870190691320654,4.0,0.0,0.0,-0.0441025641025641,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLK6522,GDSC1,1,PLK_6522,tested,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,0.1411532990480359,0.0282746370433942,4.0,2.0,2.0,0.2863551810920232,2.0,True,False
PLURIPOTIN,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Pluripotin,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.013438733101839233,0.00019996000799840029,4.0,2.0,1.0,-0.06355462543588425,4.0,True,False,,,,,,,,,
PLX4720,CTRPv2;GDSC1;GDSC2;PRISM,4,PLX-4720,tested,PLX-4720,tested,PLX-4720,tested,0.10043478260869565,0.0003439312137572485,4.0,3.0,3.0,0.1243478260869565,1.0,False,False,PLX-4720,tested,,0,0,same_direction_or_underpowered,False,0.0417473091734965,0.6843781041362578,4.0,2.0,2.0,0.1641700404858299,1.0,False,False,0.0026109670462935303,0.00019996000799840029,4.0,2.0,2.0,0.12532641822208965,1.0,True,False,0.1123044096728307,0.0439870646560343,4.0,2.0,2.0,0.3051756209650946,1.0,True,False
PODOPHYLLOTOXIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,podophyllotoxin,tested,0.050598290598290595,0.11267776354998194,4.0,3.0,3.0,0.08923076923076922,4.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PODOPHYLLOTOXINBROMIDE,GDSC2,1,,not_tested_or_name_unmatched,Podophyllotoxin bromide,tested,,not_tested_or_name_unmatched,,,,,,,,,,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,0.0387679177152861,0.0965058270397202,4.0,2.0,2.0,0.1714629609366451,1.0,False,False,,,,,,,,,,,,,,,,,,
POLYDATIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,polydatin,tested,0.10995115995115995,0.34263856688121835,4.0,3.0,3.0,0.1692307692307692,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PONATINIB,GDSC1;PRISM,2,Ponatinib,tested,,not_tested_or_name_unmatched,ponatinib,tested,-0.032860008754386806,0.800896380032713,4.0,2.0,1.0,-0.07839888517074467,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,-0.0869855394883203,0.0002492038905651,4.0,1.0,1.0,-0.0411568409343715,0.0,False,False
POSACONAZOLE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,posaconazole,tested,-0.06719367588932806,0.0003439312137572485,4.0,2.0,2.0,0.042490118577075096,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
POZIOTINIB,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,poziotinib,tested,0.14945073461830255,0.0003439312137572485,4.0,3.0,2.0,0.07398150693461063,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP1,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PP-1,tested,-0.03719367588932805,0.0003439312137572485,4.0,2.0,1.0,-0.13565217391304346,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP121,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PP-121,tested,-0.11130434782608695,0.0003439312137572485,4.0,0.0,0.0,-0.08434782608695651,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP2,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PP-2,tested,0.03609022556390977,0.0003439312137572485,1.0,1.0,1.0,0.03609022556390977,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PP242,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PP242,tested,-0.16683760683760682,0.1496690117161102,4.0,1.0,1.0,-0.11794871794871793,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPT,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PPT,tested,-0.09038461538461537,0.09521591881406564,4.0,1.0,0.0,-0.09153846153846153,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQ401,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PQ-401,tested,-0.06352343308865048,0.0003439312137572485,4.0,1.0,1.0,-0.02428006775832863,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PR619,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PR-619,tested,-0.01235177865612648,0.0003439312137572485,4.0,1.0,1.0,-0.0029644268774703555,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRACTOLOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,practolol,tested,-0.13233082706766913,0.0003439312137572485,2.0,1.0,1.0,-0.13233082706766913,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRALATREXATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pralatrexate,tested,-0.13223739809281818,0.24937229049035553,4.0,1.0,1.0,-0.09278845371081816,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRANIDIPINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pranidipine,tested,0.013339920948616621,0.0003439312137572485,4.0,2.0,2.0,0.18280632411067196,1.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRAZOSIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,prazosin,tested,0.0022408026755852857,0.0003439312137572485,4.0,2.0,1.0,-0.04769230769230769,2.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREDNISOLONEACETATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,prednisolone-acetate,tested,-0.13233082706766913,0.0003439312137572485,2.0,1.0,1.0,-0.13233082706766913,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PREDNISOLONEHEMISUCCINATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,prednisolone-hemisuccinate,tested,-0.11923076923076924,0.08500350043886439,4.0,2.0,1.0,-0.24461538461538462,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRIMA1,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,PRIMA-1,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.009117358088345809,0.00019996000799840029,4.0,1.0,1.0,-0.008993773966546334,3.0,True,False,,,,,,,,,
PRIMAQUINE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,primaquine,tested,0.04252136752136752,0.11552946942195624,4.0,2.0,2.0,0.09811965811965812,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRL3INHIBITORI,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,PRL-3 inhibitor I,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.08723719842680684,0.00019996000799840029,4.0,2.0,2.0,0.23006715730500382,2.0,True,False,,,,,,,,,
PROCARBAZINEHYDROCHLORIDE,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Procarbazine hydrochloride,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,0.057988120361375683,0.00019996000799840029,4.0,2.0,2.0,0.30547704160181305,1.0,True,False,,,,,,,,,
PROFLAVINEHEMISULFATE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,proflavine-hemisulfate,tested,0.030773574251835124,0.0003439312137572485,4.0,3.0,2.0,0.015810276679841896,2.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROPRANOLOL,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,propranolol,tested,0.1894736842105263,0.0003439312137572485,1.0,1.0,1.0,0.1894736842105263,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROSCILLARIDINA,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,proscillaridin-a,tested,-0.14586466165413534,0.0003439312137572485,2.0,0.0,0.0,-0.14586466165413534,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PROTIRELIN,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,protirelin,tested,-0.016131237183868757,0.0003439312137572485,4.0,2.0,1.0,-0.08421052631578946,3.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT062070,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PRT062070,tested,-0.032905138339920946,0.0003439312137572485,4.0,1.0,1.0,-0.004940711462450594,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRT062607,GDSC2;PRISM,2,,not_tested_or_name_unmatched,PRT062607,tested,PRT062607,tested,-0.13042735042735043,0.07726440742119331,4.0,0.0,0.0,-0.2276923076923077,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,-0.0070652710575688,0.9432165611487368,4.0,2.0,2.0,0.0174484052532833,1.0,False,False,,,,,,,,,,,,,,,,,,
PSB1115,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PSB-1115,tested,-0.004615384615384615,0.12859498307359232,4.0,2.0,2.0,0.006153846153846154,3.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PSI7976,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PSI-7976,tested,0.07740943267259057,0.0003439312137572485,4.0,4.0,3.0,0.13376623376623376,3.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTC209,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PTC-209,tested,0.01202341137123746,0.0003439312137572485,4.0,2.0,2.0,0.04230769230769231,0.0,True,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PTEROSTILBENE,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,pterostilbene,tested,-0.022829801777170207,0.0003439312137572485,4.0,2.0,1.0,-0.1012987012987013,1.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PUH71,PRISM,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,PU-H71,tested,-0.08160535117056855,0.0003439312137572485,4.0,2.0,2.0,0.004615384615384616,0.0,False,False,,not_tested_or_name_unmatched,,0,0,same_direction_or_underpowered,False,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURMORPHAMINE,CTRPv2,1,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,not_tested_or_name_unmatched,,,,,,,,,,Purmorphamine,tested,,0,0,same_direction_or_underpowered,False,,,,,,,,,,-0.08846303316134947,0.00019996000799840029,4.0,1.0,1.0,-0.04277247282512578,0.0,False,False,,,,,,,,,
