module,collection,full_direction,full_consistency,full_median_nes,full_n_fdr_qval_025,trajectory_loo_GSE77932|HCT116_consistency,trajectory_loo_GSE77932|HCT116_direction,trajectory_loo_GSE77932|DLD1_consistency,trajectory_loo_GSE77932|DLD1_direction,trajectory_loo_GSE42387|HCT116_consistency,trajectory_loo_GSE42387|HCT116_direction,trajectory_loo_GSE42387|HT29_consistency,trajectory_loo_GSE42387|HT29_direction,trajectory_loo_GSE42387|LoVo_consistency,trajectory_loo_GSE42387|LoVo_direction,trajectory_loo_GSE119603|HCT116_consistency,trajectory_loo_GSE119603|HCT116_direction,trajectory_loo_min_consistency,trajectory_loo_all_same_direction,dataset_loo_GSE119603_n,dataset_loo_GSE119603_consistency,dataset_loo_GSE119603_direction,dataset_loo_GSE42387_n,dataset_loo_GSE42387_consistency,dataset_loo_GSE42387_direction,dataset_loo_GSE77932_n,dataset_loo_GSE77932_consistency,dataset_loo_GSE77932_direction,dataset_loo_min_consistency,dataset_loo_all_same_direction,robust_positive_or_negative
COESSENTIALITY::187::molecular function:serine-type endopeptidase inhibitor activity,COESSENTIALITY,positive,0.5,0.32961068507962005,4,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1880::,COESSENTIALITY,negative,0.6666666666666666,-0.7679479163514509,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::1881::biological process:detection of chemical stimulus involved in sensory perception of bitter taste,COESSENTIALITY,positive,0.8333333333333334,0.698628005466241,1,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,0.6666666666666666,positive,4,1.0,positive,0.6666666666666666,False,False
COESSENTIALITY::1882::biological process:actomyosin structure organization,COESSENTIALITY,positive,0.5,-0.06744524787862194,1,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1884::,COESSENTIALITY,negative,0.8333333333333334,-1.008854959485112,0,1.0,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,False,5,0.8,negative,3,0.6666666666666666,negative,4,1.0,negative,0.6666666666666666,False,False
COESSENTIALITY::1885::molecular function:protein-containing complex scaffold activity,COESSENTIALITY,positive,0.6666666666666666,1.1957670140582075,0,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1886::,COESSENTIALITY,negative,0.6666666666666666,-0.8371812846228157,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1887::,COESSENTIALITY,positive,0.8333333333333334,0.8588944243122649,0,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::1888::,COESSENTIALITY,negative,0.6666666666666666,-0.7298266526860449,2,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1889::molecular function:RNA polymerase II activating transcription factor binding,COESSENTIALITY,negative,0.6666666666666666,-0.8283734517869338,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::188::,COESSENTIALITY,positive,0.5,0.06730247562361474,0,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::1890::,COESSENTIALITY,positive,0.5,0.12433374020755589,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1891::biological process:protein K48-linked deubiquitination,COESSENTIALITY,positive,0.6666666666666666,0.8550944171512405,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::1892::molecular function:calcium channel regulator activity,COESSENTIALITY,negative,0.6666666666666666,-0.806463796701931,0,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,1.0,negative,0.6,False,False
COESSENTIALITY::189::,COESSENTIALITY,negative,0.6666666666666666,-0.9550752634683191,0,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::18::,COESSENTIALITY,positive,0.6666666666666666,0.8747978181950007,1,0.6,positive,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::190::biological process:ATP metabolic process,COESSENTIALITY,positive,1.0,1.0402039544070347,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
COESSENTIALITY::191::biological process:inorganic anion transport,COESSENTIALITY,positive,0.6666666666666666,1.0734558639456508,1,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::192::biological process:platelet-derived growth factor receptor signaling pathway,COESSENTIALITY,positive,0.5,0.08683821946679349,0,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::193::,COESSENTIALITY,positive,0.5,0.12097722200552097,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::194::biological process:COPII vesicle coating,COESSENTIALITY,positive,0.6666666666666666,0.6569059744517889,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.8,positive,0.6,False,5,0.8,positive,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::195::biological process:ATP metabolic process,COESSENTIALITY,positive,1.0,1.0233496718188064,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
COESSENTIALITY::196::molecular function:cAMP binding,COESSENTIALITY,positive,0.5,0.09328003162419235,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::197::cellular component:transcription elongation factor complex,COESSENTIALITY,positive,0.5,0.07891560960003458,0,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::198::biological process:osteoclast differentiation,COESSENTIALITY,positive,0.5,0.1501605765950912,1,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::199::cellular component:small-subunit processome,COESSENTIALITY,positive,0.5,-0.307136658408937,5,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::19::biological process:ribosomal large subunit biogenesis,COESSENTIALITY,positive,0.5,-0.19889555003237824,3,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::1::biological process:regulation of transcription by RNA polymerase II,COESSENTIALITY,positive,0.5,0.10041741559447326,3,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::200::,COESSENTIALITY,positive,0.8333333333333334,0.8112991502434231,0,1.0,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,positive,0.8,False,5,0.8,positive,3,0.6666666666666666,positive,4,1.0,positive,0.6666666666666666,False,False
COESSENTIALITY::201::,COESSENTIALITY,positive,0.5,0.011636057791201304,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::202::molecular function:collagen binding,COESSENTIALITY,positive,0.6666666666666666,0.8515499148714458,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::203::,COESSENTIALITY,negative,0.6666666666666666,-0.7834058056809137,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::204::,COESSENTIALITY,positive,0.5,0.22917310322293521,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::205::,COESSENTIALITY,positive,1.0,1.0059876097001728,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
COESSENTIALITY::206::molecular function:monooxygenase activity,COESSENTIALITY,positive,0.5,-0.0834585199463373,0,0.6,negative,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,negative,0.6,False,False
COESSENTIALITY::207::biological process:regulation of protein kinase activity,COESSENTIALITY,positive,0.5,0.03768148377389602,3,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::208::biological process:global genome nucleotide-excision repair,COESSENTIALITY,positive,0.5,0.1319317224060468,1,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::209::molecular function:ubiquitin binding,COESSENTIALITY,positive,0.5,0.1770752806577363,0,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::20::cellular component:postsynaptic density membrane,COESSENTIALITY,positive,0.5,0.1605545266007699,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::210::,COESSENTIALITY,positive,0.5,0.09405580093290511,0,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::211::,COESSENTIALITY,negative,0.6666666666666666,-0.7657665191597418,0,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::212::biological process:response to insulin,COESSENTIALITY,negative,0.6666666666666666,-0.5956034247289304,0,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::213::biological process:hydrogen peroxide catabolic process,COESSENTIALITY,positive,0.8333333333333334,1.0433271194884828,1,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::214::biological process:positive regulation of TOR signaling,COESSENTIALITY,positive,0.5,-0.02814434429069479,2,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::215::biological process:negative regulation of TOR signaling,COESSENTIALITY,negative,0.6666666666666666,-0.8395176487488277,2,0.6,negative,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,False,5,0.8,negative,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::216::biological process:negative regulation of smoothened signaling pathway,COESSENTIALITY,negative,0.6666666666666666,-0.6290231989676762,0,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::217::biological process:cell-cell adhesion mediated by cadherin,COESSENTIALITY,negative,0.6666666666666666,-1.117401317516265,0,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::218::biological process:amino acid transport,COESSENTIALITY,negative,0.6666666666666666,-1.1504446994030717,1,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::219::,COESSENTIALITY,positive,0.6666666666666666,0.9003016707119669,1,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::21::biological process:interstrand cross-link repair,COESSENTIALITY,positive,1.0,0.8898275102803848,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
COESSENTIALITY::220::,COESSENTIALITY,positive,1.0,0.8857748210058912,0,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
COESSENTIALITY::221::biological process:positive regulation of peptidyl-tyrosine phosphorylation,COESSENTIALITY,positive,0.5,-0.18528260965257648,1,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::222::biological process:gluconeogenesis,COESSENTIALITY,positive,0.5,-0.07719717764670841,0,0.6,positive,0.6,positive,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,positive,0.6,False,False
COESSENTIALITY::223::biological process:protein N-linked glycosylation,COESSENTIALITY,positive,0.5,-0.0032555273784007355,0,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::224::biological process:protein N-linked glycosylation via asparagine,COESSENTIALITY,positive,0.5,0.22529214962254945,3,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::225::molecular function:gamma-tubulin binding,COESSENTIALITY,positive,0.6666666666666666,1.0037807733007849,1,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::226::molecular function:cysteine-type endopeptidase activity,COESSENTIALITY,positive,0.5,0.1513775932154905,0,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::227::cellular component:centriolar satellite,COESSENTIALITY,positive,0.5,0.10809813365079196,2,0.6,positive,0.6,negative,0.6,negative,0.6,negative,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::228::,COESSENTIALITY,positive,0.8333333333333334,1.0375010993843308,2,0.8,positive,0.8,positive,0.8,positive,0.8,positive,1.0,positive,0.8,positive,0.8,False,5,0.8,positive,3,1.0,positive,4,0.75,positive,0.75,False,False
COESSENTIALITY::229::biological process:neurotrophin TRK receptor signaling pathway,COESSENTIALITY,positive,0.6666666666666666,1.08472864811095,0,0.6,positive,0.6,positive,0.6,positive,0.8,positive,0.8,positive,0.6,positive,0.6,False,5,0.6,positive,3,1.0,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::22::,COESSENTIALITY,positive,0.6666666666666666,0.8306659395357199,0,0.8,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
"COESSENTIALITY::230::biological process:synaptic transmission, cholinergic",COESSENTIALITY,negative,0.6666666666666666,-0.7314122285833717,4,0.8,negative,0.6,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::231::biological process:complement activation,COESSENTIALITY,positive,0.5,0.08448890927397601,3,0.6,positive,0.6,negative,0.6,positive,0.6,negative,0.6,negative,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::232::biological process:glycosphingolipid metabolic process,COESSENTIALITY,positive,0.5,0.012397278066715478,4,0.6,negative,0.6,positive,0.6,negative,0.6,positive,0.6,positive,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,positive,4,0.5,positive,0.5,False,False
COESSENTIALITY::233::biological process:positive regulation of protein serine/threonine kinase activity,COESSENTIALITY,positive,0.6666666666666666,0.5927328046589811,0,0.8,positive,0.6,positive,0.6,positive,0.8,positive,0.6,positive,0.6,positive,0.6,False,5,0.6,positive,3,0.6666666666666666,positive,4,0.75,positive,0.6,False,False
COESSENTIALITY::235::biological process:DNA damage checkpoint,COESSENTIALITY,negative,0.6666666666666666,-1.153106617460043,2,0.6,negative,0.6,negative,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,False,5,0.6,negative,3,1.0,negative,4,0.5,positive,0.5,False,False
COESSENTIALITY::236::biological process:mRNA 3'-end processing,COESSENTIALITY,negative,0.8333333333333334,-1.2094976387976621,1,0.8,negative,0.8,negative,0.8,negative,0.8,negative,0.8,negative,1.0,negative,0.8,False,5,1.0,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6666666666666666,False,False
COESSENTIALITY::237::molecular function:cyclin-dependent protein serine/threonine kinase activity,COESSENTIALITY,negative,0.6666666666666666,-0.6423039389625204,0,0.6,negative,0.8,negative,0.8,negative,0.6,negative,0.6,negative,0.6,negative,0.6,False,5,0.6,negative,3,0.6666666666666666,negative,4,0.75,negative,0.6,False,False
COESSENTIALITY::238::biological process:response to nutrient levels,COESSENTIALITY,positive,1.0,0.9913840890061105,1,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,positive,1.0,True,5,1.0,positive,3,1.0,positive,4,1.0,positive,1.0,True,True
COESSENTIALITY::239::biological process:cholesterol efflux,COESSENTIALITY,negative,1.0,-0.9070948689816694,0,1.0,negative,1.0,negative,1.0,negative,1.0,negative,1.0,negative,1.0,negative,1.0,True,5,1.0,negative,3,1.0,negative,4,1.0,negative,1.0,True,True
