gene,effect_size,logFC_low_minus_high,P,n_donor_group_pairs,direction,analysis_level,BH_FDR
ITPR2,0.9573541334431339,1.1352809585120143,4.836047503573135e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00011609555547885948
MFN2,-0.49741692666768955,-0.8334955402770365,5.268517270451412e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00012413537297106814
RBM47,-0.4167049874526372,-0.3726659793402804,5.268517270451412e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00012413537297106814
RPS20,0.24739203395039233,0.21833996815886272,5.268517270451412e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00012413537297106814
FGFR4,1.0922504774621924,1.1836816624430002,5.4025755412312365e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00012651307264343331
DSC2,-0.5338035942686066,-0.4324264714936221,5.757588951382786e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00013081379182992915
PANK1,-0.7338647635120052,-0.973852664183766,5.757588951382786e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00013081379182992915
PRDX6,-0.642390554671378,-0.45846562024971976,5.757588951382786e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00013081379182992915
PTP4A1,-0.31789836713587327,-0.2335513221933889,5.757588951382786e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00013081379182992915
RPL14,0.2830656813737198,0.08865185169195855,5.757588951382786e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00013081379182992915
TMT1B,-0.7783169769833629,-0.8494100974363112,5.843859947576529e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00013198824508816337
CLN6,0.9984793869123161,1.1448400255930486,6.165194790382182e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001379406950590415
ZG16,1.4780339533661842,1.3759370611823123,6.2325586759649446e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001379406950590415
ATP1B1,-0.4438814366948991,-0.3657413358016107,6.288100848905742e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001379406950590415
COX6A1,-0.28374608751780883,-0.24914603519483267,6.288100848905742e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001379406950590415
CYCS,-0.4434577184085544,-0.33253079942000796,6.288100848905742e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001379406950590415
WFDC2,1.7382046014930799,1.3493381967582483,6.515386363394162e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00014210988428043153
PPARGC1A,-0.5325161530949405,-0.8094170363098322,6.692010003074838e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00014513296694168557
HMGB1,0.20489425229737002,0.22702909282198336,6.863250746391714e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00014553904499431763
RETSAT,-0.6261393464401417,-0.5031384984419621,6.863250746391714e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00014553904499431763
SLC35A3,-0.33544478542535927,-0.300638519295851,6.863250746391714e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00014553904499431763
UQCRC2,-0.3210663678103778,-0.31208327781794015,6.863250746391714e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00014553904499431763
DLL1,1.659612248132375,1.646842559660005,7.015278327618978e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00014794097998078253
ATRX,0.46236939105578223,0.5250926559398688,7.486407412216067e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00015363234995929425
DAAM1,0.3343986960836176,0.4907085999626935,7.486407412216067e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00015363234995929425
DNAJC3,-0.18625632629380817,-0.3517035941410373,7.486407412216067e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00015363234995929425
DTX4,-0.7734918083842852,-0.8104984887616661,7.486407412216067e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00015363234995929425
RPL23A,0.1802342192411004,0.18120995205356513,7.486407412216067e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00015363234995929425
SLC25A20,-0.558131276951257,-0.9031747006519232,7.551732796107439e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001541441929558401
UGT2B17,-0.5048446727321059,-0.5303467820387704,7.999733741734625e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001624201260223461
ERO1A,-0.5538135950228273,-0.5584285192137397,8.16120154922828e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001648217265259489
GABBR1,0.889546098759783,1.0668868569766765,8.57313849475008e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00017222984018137397
ARID4B,0.37818746759666233,0.21317692473145228,8.891525794751942e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00017584950237600083
BIK,0.6782707807836372,0.4505451840410017,8.891525794751942e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00017584950237600083
TRIM14,-0.5019946517643525,-0.5071185486831532,8.891525794751942e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00017584950237600083
RHOB,-0.46253572630210904,-0.2925127403165951,9.403873457783807e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00018502363396062264
ACAA2,-0.5535702276618082,-0.4261670256401789,9.681480150902644e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00018854188640813976
ZNF292,0.23894428988475358,0.3669482759423327,9.681480150902644e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00018854188640813976
MAP3K20,0.7684725908301677,1.0570532686004441,9.762472038205343e-06,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001891540902021817
THSD4,-0.7460177852890855,-0.9582144811464064,9.895279614262948e-06,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001907590014527357
CD44,1.1650567823147102,1.0734680502290033,1.005706115314211e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00019098409164946983
SPINK4,1.9374378234978034,1.654197513353556,1.005706115314211e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00019098409164946983
SYNPO,-0.7103701528900208,-0.9156895258973504,1.005706115314211e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00019098409164946983
ATOSB,-0.48869727052895406,-0.5980719928816667,1.0535477485973388e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001952131920580603
ATP5F1B,-0.4187450388562626,-0.3332668420510619,1.0535477485973388e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001952131920580603
ATP5PF,-0.4119358833890354,-0.32742525884159346,1.0535477485973388e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001952131920580603
IFNGR1,-0.37774027728868464,-0.5573809198133778,1.0535477485973388e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001952131920580603
VDR,-0.681810207119077,-0.6556437472417298,1.0535477485973388e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0001952131920580603
COX7B,-0.22705502588276882,-0.22886517246125004,1.1458228982519358e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00021026951935709803
SEC31A,0.2710296739919533,0.4871451447044795,1.1458228982519358e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00021026951935709803
NHERF2,0.741000913052396,0.5917398777719723,1.2286777595519391e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00022424342275697645
ATP5F1C,-0.2989137376343356,-0.26254541305009704,1.2454704119591042e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00022424342275697645
B4GALT5,-0.5608739686344766,-0.4769881207541016,1.2454704119591042e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00022424342275697645
MAP2K2,-0.3773342015544401,-0.2994095956532195,1.2454704119591042e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00022424342275697645
SPDEF,1.156395302198391,0.9349192392285136,1.2568846368462305e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00022523608726958037
HBEGF,-0.6213814302003824,-0.7595034229116225,1.3129605716915048e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002341855374834801
CEBPA,-0.5828552751668452,-0.44662845373399424,1.3530236174119636e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002347495976209757
HSD11B2,-0.40007261404430494,-0.43503024443425503,1.3530236174119636e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002347495976209757
MAOA,-0.8093960349736307,-0.7625899798023121,1.3530236174119636e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002347495976209757
PHYH,-0.4428167575491706,-0.4820583804537665,1.3530236174119636e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002347495976209757
PLAC8,-0.41177721504509535,-0.35050338337201564,1.3530236174119636e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002347495976209757
SLC39A7,0.48637705317221513,0.3692020689751277,1.3530236174119636e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002347495976209757
ADORA2B,-0.6694564245986969,-1.2167023889493236,1.4027418799761114e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00024227446859134919
ANKZF1,0.5901455953800538,0.9069300313646835,1.4423899663484504e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002480001126825241
CMAS,-0.32105064184616605,-0.24267768448197904,1.4690511306980625e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00024921636292775574
RAB11A,-0.26974753185316924,-0.22721476198541724,1.4690511306980625e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00024921636292775574
SUCLG2,-0.4498270984682504,-0.4539480647203658,1.4690511306980625e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00024921636292775574
SLCO3A1,1.586100076107253,1.4037127231284587,1.531601618105019e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002586780255003034
ALOX5AP,1.5867093808153663,1.611805254741625,1.5446644624899894e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00025973498913322863
MYD88,-0.42182608454383175,-0.275601779377921,1.5941524907248095e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002634147210864328
TFRC,-0.5900114989042624,-0.4861957124825613,1.5941524907248095e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002634147210864328
TNIP2,-0.3195801177024684,-0.5518974322743554,1.5941524907248095e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002634147210864328
TRA2B,0.2785631770138135,0.23162812028980412,1.5941524907248095e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002634147210864328
OGDHL,2.1105192979875342,1.7374495871581945,1.6701806389309966e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0002747879094310179
EIF4H,-0.21918034542595066,-0.27532935168032113,1.728969073155895e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00027963876916254455
PIGF,-0.32872791424503633,-0.5773632258074309,1.728969073155895e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00027963876916254455
RPL22,0.2026461782178579,0.1978326065715363,1.728969073155895e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00027963876916254455
RPS6,0.23284128428077722,0.20885483166701307,1.728969073155895e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00027963876916254455
ALAS1,-0.4029858977981293,-0.5717188678198207,1.8741844542091712e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00029932058835633506
LRP1,-0.5663018989423545,-0.4784862467327005,1.8741844542091712e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00029932058835633506
RHOA,-0.18887150570612388,-0.15107931535272065,1.8741844542091712e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00029932058835633506
CD81,0.5789578841235956,0.5745826028228357,1.9466807276256974e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0003070446420391441
MUC4,0.686310656119149,0.45165452415059076,1.9466807276256974e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0003070446420391441
SORD,0.49345660342317466,0.6285824077980805,1.9466807276256974e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0003070446420391441
SEMA4D,0.27987849754252725,0.6498309976609721,2.013772445250702e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00031631972936304237
KIF13B,-0.25399697438554547,-0.4863054649218005,2.0305182260926813e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0003163464517957455
MUC2,1.4058136587438836,1.2339599114965933,2.0305182260926813e-05,39,higher_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0003163464517957455
CS,-0.34165636160365853,-0.4091177028703571,2.0772825732839842e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.00032231656838312877
SUGCT,-0.8588553395499732,-1.0512969996295778,2.1892576163500075e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0003330392265626061
ACOX1,-0.5577439961260255,-0.42232647067963225,2.1987394575262442e-05,39,lower_in_PPAR_low,paired donor-group pseudobulk; targeted state/regulator gene universe,0.0003330392265626061
