ChemicalID,exposure_axis,candidate_to_axis_relationship,all_candidate_biomarkers,mapping_confidence,mapping_source,searched_domain_count,searched_domains,mapping_status,selected_primary_biomarker,selection_reason,all_biomarker_summary,biological_matrix,nhanes_lab_component,cycle_list,n_cycles_available,nhanes_variable,biomarker_type
C494620,flame-retardant exposure axis,family-level flame-retardant metabolite proxy,LBXBB1,low,CDC NHANES flame-retardant metabolite panels searched; candidate-specific identity not verified,0,,mapped,LBXBB1,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXBB1"", ""n_cycles_available"": 1, ""total_measured"": 2032, ""total_above_lod"": 1485, ""pooled_above_lod_pct"": 73.08070866141732, ""min_cycle_above_lod_pct"": 73.08070866141732, ""median_cycle_above_lod_pct"": 73.08070866141732, ""max_cycle_above_lod_pct"": 73.08070866141732}]",serum_or_blood,Brominated Flame Retardants (BFRs),2003-2004,1,LBXBB1,serum/blood biomarker
C026105,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C019273,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
D010575,pesticide exposure axis,candidate-specific pesticide biomarker not established from NHANES domains,,unresolved,"CDC NHANES pesticide, organophosphate, carbamate, and organochlorine panels searched",168,"Pesticides - Carbamates & Organophosphorus Metabolites - Urine;Pesticides - Current Use - Urine (Formerly Priority Pesticides, Non-persistent Pesticide Metabolites);Pesticides - Environmental - Urine;Pesticides - Organochlorine Metabolites - Serum (Surplus)",resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C047971,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
C539348,PFAS exposure axis,direct serum PFAS analyte,LBXPFBS,high,CDC NHANES PFAS serum panel and codebook,27,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),mapped,LBXPFBS,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXPFBS"", ""n_cycles_available"": 6, ""total_measured"": 12619, ""total_above_lod"": 249, ""pooled_above_lod_pct"": 1.9732149932641254, ""min_cycle_above_lod_pct"": 0.28653295128939826, ""median_cycle_above_lod_pct"": 0.8540080609046126, ""max_cycle_above_lod_pct"": 7.9245283018867925}]",serum_or_blood,Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC);Polyfluoroalkyl Chemicals,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014,6,LBXPFBS,serum/blood biomarker
C027387,,none,,unresolved,,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D014873,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D014874,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C080276,phthalate exposure axis,direct urinary metabolite,URXMOH,high,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXMOH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXMOH"", ""n_cycles_available"": 9, ""total_measured"": 24199, ""total_above_lod"": 24038, ""pooled_above_lod_pct"": 99.33468325137402, ""min_cycle_above_lod_pct"": 98.31029185867895, ""median_cycle_above_lod_pct"": 99.46218487394958, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXMOH,urinary biomarker
D005411,flame-retardant exposure axis,family-level flame-retardant metabolite proxy,LBXBB1,low,CDC NHANES flame-retardant metabolite panels searched; candidate-specific identity not verified,28,Brominated Flame Retardants (BFRs);Flame Retardants - Urine,mapped,LBXBB1,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXBB1"", ""n_cycles_available"": 1, ""total_measured"": 2032, ""total_above_lod"": 1485, ""pooled_above_lod_pct"": 73.08070866141732, ""min_cycle_above_lod_pct"": 73.08070866141732, ""median_cycle_above_lod_pct"": 73.08070866141732, ""max_cycle_above_lod_pct"": 73.08070866141732}]",serum_or_blood,Brominated Flame Retardants (BFRs),2003-2004,1,LBXBB1,serum/blood biomarker
C000720115,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,27,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D008628,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUHG,unresolved,CDC NHANES metals blood/urine panels and codebooks; proposed variable code absent from downloaded CDC XPT registry,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D052244,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C051450,phthalate exposure axis,parent-to-validated-urinary-metabolite axis,URXECP,moderate,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXECP,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXECP"", ""n_cycles_available"": 8, ""total_measured"": 21417, ""total_above_lod"": 21388, ""pooled_above_lod_pct"": 99.86459354718214, ""min_cycle_above_lod_pct"": 99.71876255524307, ""median_cycle_above_lod_pct"": 99.87108342203996, ""max_cycle_above_lod_pct"": 99.96362313568571}]",urine,Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,URXECP,urinary biomarker
C031181,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP25,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP25,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP25"", ""n_cycles_available"": 3, ""total_measured"": 8459, ""total_above_lod"": 8416, ""pooled_above_lod_pct"": 99.49166568152263, ""min_cycle_above_lod_pct"": 99.20692141312185, ""median_cycle_above_lod_pct"": 99.54716981132076, ""max_cycle_above_lod_pct"": 99.70345963756178}]",urine,Polycyclic Aromatic Hydrocarbons (PAH) - Urine,2013-2014;2015-2016;2017-2018,3,URXP25,urinary biomarker
C027235,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D012428,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C022921,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C023036,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,27,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C007738,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C550717,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C041508,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
D006046,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D002104,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUCD,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUCD,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUCD"", ""n_cycles_available"": 8, ""total_measured"": 21631, ""total_above_lod"": 18152, ""pooled_above_lod_pct"": 83.91660117424067, ""min_cycle_above_lod_pct"": 74.55080039202875, ""median_cycle_above_lod_pct"": 85.5976060329993, ""max_cycle_above_lod_pct"": 91.11285882815572}]",urine,Metals - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,URXUCD,urinary biomarker
D003035,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUCO,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUCO,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUCO"", ""n_cycles_available"": 10, ""total_measured"": 26801, ""total_above_lod"": 26648, ""pooled_above_lod_pct"": 99.42912577888885, ""min_cycle_above_lod_pct"": 96.28616106333072, ""median_cycle_above_lod_pct"": 99.8323824908332, ""max_cycle_above_lod_pct"": 100.0}]",urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXUCO,urinary biomarker
D000393,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C543008,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
C032121,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
C015531,PFAS exposure axis,PFAS class searched; no candidate-specific NHANES variable,,unresolved,CDC NHANES PFAS panels searched; no specific analyte name match,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C006780,bisphenol exposure axis,direct urinary analyte,URXBPH,high,CDC NHANES environmental phenols panel and codebook,33,Environmental Phenols;Environmental Phenols & Parabens,mapped,URXBPH,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXBPH"", ""n_cycles_available"": 5, ""total_measured"": 12907, ""total_above_lod"": 11918, ""pooled_above_lod_pct"": 92.3374912837995, ""min_cycle_above_lod_pct"": 89.71474487746083, ""median_cycle_above_lod_pct"": 92.85714285714286, ""max_cycle_above_lod_pct"": 93.62519201228879}]",urine,Environmental Phenols;Environmental Phenols & Parabens,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012,5,URXBPH,urinary biomarker
C006703,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
D010795,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
D009532,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C031180,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
D002857,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C061374,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C041517,PAH exposure axis,parent PAH to validated urinary OH-PAH proxy,URXP10,moderate,CDC NHANES urinary OH-PAH panel; parent-specificity is limited,68,Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine,mapped,URXP10,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXP10"", ""n_cycles_available"": 9, ""total_measured"": 23952, ""total_above_lod"": 21231, ""pooled_above_lod_pct"": 88.63977955911824, ""min_cycle_above_lod_pct"": 60.21621621621622, ""median_cycle_above_lod_pct"": 99.3638170974155, ""max_cycle_above_lod_pct"": 100.0}]",urine,"Phthalates, Phytoestrogens & PAHs - Urine;Polyaromatic Hydrocarbons (PAHs) - Urine;Polyaromatic Hydrocarbons -Urine;Polycyclic Aromatic Hydrocarbons (PAH) - Urine",2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,9,URXP10,urinary biomarker
D004051,DEHP-related exposure axis,parent-to-validated-urinary-metabolite axis,URXECP;URXMHH;URXMOH,moderate,CDC NHANES phthalate/plasticizer metabolite panel and codebook,161,"Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine;Phthalates, Phytoestrogens & PAHs - Urine;Phthalates, Phytoestrogens & PAHs - Urine PHPYPA Urinary Phthalates",mapped,URXECP,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXECP"", ""n_cycles_available"": 8, ""total_measured"": 21417, ""total_above_lod"": 21388, ""pooled_above_lod_pct"": 99.86459354718214, ""min_cycle_above_lod_pct"": 99.71876255524307, ""median_cycle_above_lod_pct"": 99.87108342203996, ""max_cycle_above_lod_pct"": 99.96362313568571}, {""variable"": ""URXMHH"", ""n_cycles_available"": 9, ""total_measured"": 24199, ""total_above_lod"": 24094, ""pooled_above_lod_pct"": 99.56609777263523, ""min_cycle_above_lod_pct"": 99.02244750181028, ""median_cycle_above_lod_pct"": 99.60753532182103, ""max_cycle_above_lod_pct"": 100.0}, {""variable"": ""URXMOH"", ""n_cycles_available"": 9, ""total_measured"": 24199, ""total_above_lod"": 24038, ""pooled_above_lod_pct"": 99.33468325137402, ""min_cycle_above_lod_pct"": 98.31029185867895, ""median_cycle_above_lod_pct"": 99.46218487394958, ""max_cycle_above_lod_pct"": 100.0}]",urine,Phthalates & Plasticizers Metabolites - Urine;Phthalates - Urine;Phthalates and Plasticizers Metabolites - Urine,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,URXECP,urinary biomarker
D007854,metal exposure axis,elemental urinary biomarker for parent metal/species,URXUPB,moderate,CDC NHANES metals blood/urine panels and codebooks,119,Metals - Urine,mapped,URXUPB,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""URXUPB"", ""n_cycles_available"": 10, ""total_measured"": 26398, ""total_above_lod"": 25662, ""pooled_above_lod_pct"": 97.21190999318131, ""min_cycle_above_lod_pct"": 84.83189992181391, ""median_cycle_above_lod_pct"": 98.4847523579918, ""max_cycle_above_lod_pct"": 100.0}]",urine,Metals - Urine,1999-2000;2001-2002;2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,10,URXUPB,urinary biomarker
C029938,metal exposure axis,metal family searched; no mapped elemental analyte,,unresolved,CDC NHANES Metals - Urine and blood metal panels searched,119,Metals - Urine,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C036567,PFAS exposure axis,direct serum PFAS analyte,LBXPFDE,high,CDC NHANES PFAS serum panel and codebook,27,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),mapped,LBXPFDE,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXPFDE"", ""n_cycles_available"": 8, ""total_measured"": 16541, ""total_above_lod"": 12111, ""pooled_above_lod_pct"": 73.21806420409891, ""min_cycle_above_lod_pct"": 27.650429799426934, ""median_cycle_above_lod_pct"": 77.80834435702849, ""max_cycle_above_lod_pct"": 94.62606359158083}]",serum_or_blood,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC);Polyfluoroalkyl Chemicals,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,LBXPFDE,serum/blood biomarker
C101816,PFAS exposure axis,direct serum PFAS analyte,LBXPFNA,high,CDC NHANES PFAS serum panel and codebook,27,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),mapped,LBXPFNA,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXPFNA"", ""n_cycles_available"": 8, ""total_measured"": 16541, ""total_above_lod"": 16259, ""pooled_above_lod_pct"": 98.295145396288, ""min_cycle_above_lod_pct"": 92.48315189217212, ""median_cycle_above_lod_pct"": 98.90560815985518, ""max_cycle_above_lod_pct"": 99.77608598298254}]",serum_or_blood,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC);Polyfluoroalkyl Chemicals,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,LBXPFNA,serum/blood biomarker
D004785,,none,,unresolved,,0,,resolved_no_candidate_specific_analyte,,no analyte rows,,,,,0,,
C471071,PFAS exposure axis,direct serum PFAS analyte,LBXPFHS,high,CDC NHANES PFAS serum panel and codebook,27,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC),mapped,LBXPFHS,"validated/specificity mapping first; detectability, cycle coverage, and measured N used as non-CRC tie-breakers","[{""variable"": ""LBXPFHS"", ""n_cycles_available"": 8, ""total_measured"": 16541, ""total_above_lod"": 16278, ""pooled_above_lod_pct"": 98.41001148660904, ""min_cycle_above_lod_pct"": 95.89622641509433, ""median_cycle_above_lod_pct"": 98.64570970722251, ""max_cycle_above_lod_pct"": 99.4178235557546}]",serum_or_blood,Perfluoroalkyl and Polyfluoroalkyl;Perfluoroalkyl and Polyfluoroalkyl Substances;Perfluoroalkyl and Polyfluoroalkyl Substances (formerly Polyfluoroalkyl Chemicals - PFC);Polyfluoroalkyl Chemicals,2003-2004;2005-2006;2007-2008;2009-2010;2011-2012;2013-2014;2015-2016;2017-2018,8,LBXPFHS,serum/blood biomarker
