module,collection,n_trajectories,n_positive,n_negative,consistency_fraction,direction,median_nes,mean_nes,min_abs_nes,n_fdr_qval_025,universal_consistent_5of6,universal_consistent_4of6
COESSENTIALITY::926::molecular function:methylated histone binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8778197310916624,-0.6172324865249352,0.7221592200875039,0,True,True
REACTOME::REACTOME_SIGNALING_BY_CSF1_M_CSF_IN_MYELOID_CELLS,REACTOME,6,1,5,0.8333333333333334,negative,-0.8789111769192239,-0.7937780798844006,0.7846545456180168,1,True,True
COESSENTIALITY::901::biological process:positive regulation of DNA repair,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8790535503464958,-0.7476212970874802,0.58002717539675,0,True,True
REACTOME::REACTOME_REGULATION_OF_RUNX1_EXPRESSION_AND_ACTIVITY,REACTOME,6,1,5,0.8333333333333334,negative,-0.8795147835145628,-0.6934654069117031,0.5635649504627629,1,True,True
COESSENTIALITY::1468::molecular function:actin monomer binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.8798089664089558,-0.7251455770402684,0.489291332778116,0,True,True
REACTOME::REACTOME_CARDIAC_CONDUCTION,REACTOME,6,1,5,0.8333333333333334,negative,-0.888953601303232,-0.6170784989356218,0.7959015526914067,0,True,True
REACTOME::REACTOME_VITAMIN_C_ASCORBATE_METABOLISM,REACTOME,6,1,5,0.8333333333333334,negative,-0.8900965579385129,-0.6226575119620575,0.4919786995600422,0,True,True
REACTOME::REACTOME_FORMYL_PEPTIDE_RECEPTORS_BIND_FORMYL_PEPTIDES_AND_MANY_OTHER_LIGANDS,REACTOME,6,1,5,0.8333333333333334,negative,-0.8903786687136124,-0.5828887638176518,0.6850752784416045,1,True,True
REACTOME::REACTOME_EXTENSION_OF_TELOMERES,REACTOME,6,1,5,0.8333333333333334,negative,-0.8956372450106381,-0.6384306331434894,0.7459427451416913,0,True,True
COESSENTIALITY::1703::molecular function:phosphatidylcholine binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.897685355321805,-0.5249338911605183,0.8077307998333948,1,True,True
COESSENTIALITY::320::biological process:transcription initiation from RNA polymerase I promoter,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9000461270297129,-0.709341805384879,0.6755600921973197,1,True,True
COESSENTIALITY::1000::biological process:spliceosomal complex assembly,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9018139943041021,-0.6930903838032921,0.8117789477875139,0,True,True
REACTOME::REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,REACTOME,6,1,5,0.8333333333333334,negative,-0.9032948929684672,-0.48178941579058615,0.6284811611316673,1,True,True
COESSENTIALITY::1237::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9038937885130482,-0.7127372112876706,0.8255649782533487,0,True,True
REACTOME::REACTOME_PROPIONYL_COA_CATABOLISM,REACTOME,6,1,5,0.8333333333333334,negative,-0.9068169205338862,-0.6485822784424345,0.6091139927479488,1,True,True
CORUM::634::XFIM complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9086069910910646,-0.6887002354691524,0.5403273541081894,0,True,True
REACTOME::REACTOME_PHOSPHORYLATION_OF_CD3_AND_TCR_ZETA_CHAINS,REACTOME,6,1,5,0.8333333333333334,negative,-0.9090185531291046,-0.6779812441271474,0.6828447499141809,0,True,True
REACTOME::REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,REACTOME,6,1,5,0.8333333333333334,negative,-0.9094567811207228,-0.5699676233862351,0.6510228842600465,0,True,True
CORUM::1464::Mis12 centromere complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9095698198577663,-0.7535212096886245,0.795286379734089,0,True,True
REACTOME::REACTOME_MATURATION_OF_SARS_COV_1_SPIKE_PROTEIN,REACTOME,6,1,5,0.8333333333333334,negative,-0.9109506094749267,-0.6372619517994839,0.7785620339009731,0,True,True
REACTOME::REACTOME_RHOQ_GTPASE_CYCLE,REACTOME,6,1,5,0.8333333333333334,negative,-0.9112273881725769,-0.6315799409688941,0.7996952942736707,0,True,True
REACTOME::REACTOME_ALPHA_PROTEIN_KINASE_1_SIGNALING_PATHWAY,REACTOME,6,1,5,0.8333333333333334,negative,-0.9118498716002272,-0.7719713270224814,0.4841734249909305,0,True,True
COESSENTIALITY::974::molecular function:cell adhesion molecule binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9126475814695664,-0.7072484467807326,0.7322834076321,0,True,True
REACTOME::REACTOME_INLA_MEDIATED_ENTRY_OF_LISTERIA_MONOCYTOGENES_INTO_HOST_CELLS,REACTOME,6,1,5,0.8333333333333334,negative,-0.9127102822344244,-0.7089845553957866,0.7004438114282163,0,True,True
COESSENTIALITY::1776::cellular component:nuclear euchromatin,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9134220159427036,-0.5802950657364381,0.7571894014538613,0,True,True
COESSENTIALITY::770::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9148942943832752,-0.6186247363952107,0.6236178171044003,0,True,True
REACTOME::REACTOME_DEFECTIVE_C1GALT1C1_CAUSES_TNPS,REACTOME,6,1,5,0.8333333333333334,negative,-0.9149722734531449,-0.6272533922647447,0.6661176135563542,0,True,True
COESSENTIALITY::1861::molecular function:steroid binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9156873086136835,-0.7361396779592817,0.563210003750607,0,True,True
REACTOME::REACTOME_TRANSCRIPTIONAL_AND_POST_TRANSLATIONAL_REGULATION_OF_MITF_M_EXPRESSION_AND_ACTIVITY,REACTOME,6,1,5,0.8333333333333334,negative,-0.9166846339129131,-0.7188307956728114,0.816513338076742,0,True,True
COESSENTIALITY::1646::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9185674388010991,-0.599700618324971,0.633305443478152,0,True,True
REACTOME::REACTOME_APEX1_INDEPENDENT_RESOLUTION_OF_AP_SITES_VIA_THE_SINGLE_NUCLEOTIDE_REPLACEMENT_PATHWAY,REACTOME,6,1,5,0.8333333333333334,negative,-0.9191857682017941,-0.7114085383161287,0.45130637451700567,0,True,True
REACTOME::REACTOME_MECP2_REGULATES_TRANSCRIPTION_FACTORS,REACTOME,6,1,5,0.8333333333333334,negative,-0.9192915334688812,-0.7151674986391532,0.7140462534766256,0,True,True
REACTOME::REACTOME_NTRK2_ACTIVATES_RAC1,REACTOME,6,1,5,0.8333333333333334,negative,-0.9237518539530645,-0.7576996207353556,0.46120829143486475,0,True,True
CORUM::1155::Integrator-RNAPII complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9250399104358155,-0.6664910808671283,0.7063068791727658,0,True,True
REACTOME::REACTOME_GDP_FUCOSE_BIOSYNTHESIS,REACTOME,6,1,5,0.8333333333333334,negative,-0.9257769408485983,-0.7664891135842827,0.6569662148370817,0,True,True
REACTOME::REACTOME_TELOMERE_MAINTENANCE,REACTOME,6,1,5,0.8333333333333334,negative,-0.9259750550762729,-0.6573365324439925,0.7512009307737935,0,True,True
CORUM::41::Mi-2/NuRD-MTA2 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9265002190959306,-0.7184670092427199,0.7131651837249403,0,True,True
COESSENTIALITY::411::molecular function:cell adhesion molecule binding,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9267062477800547,-0.7633419570370553,0.6865236092460266,0,True,True
COESSENTIALITY::1190::cellular component:chromosome,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.927995110472555,-0.7142326370958773,0.8703096283881931,0,True,True
COESSENTIALITY::1337::molecular function:histone-lysine N-methyltransferase activity,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.928918755280034,-0.719842786565149,0.4857810550301229,0,True,True
COESSENTIALITY::791::cellular component:small-subunit processome,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9289957409549268,-0.6101631042354098,0.8611409712753166,1,True,True
COESSENTIALITY::1103::molecular function:receptor antagonist activity,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9316271695179639,-0.6364870211299888,0.5270648043425585,0,True,True
CORUM::6460::MLL2 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9344615520213,-0.7338124352984104,0.5562411511315236,0,True,True
REACTOME::REACTOME_PI3K_AKT_ACTIVATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.9363457798839823,-0.7077530068245625,0.7493485415959406,0,True,True
CORUM::5199::Kinase maturation complex 1,CORUM,6,1,5,0.8333333333333334,negative,-0.9365312536660046,-0.7706572316302166,0.7882331704660066,0,True,True
REACTOME::REACTOME_SYNTHESIS_OF_BILE_ACIDS_AND_BILE_SALTS_VIA_7ALPHA_HYDROXYCHOLESTEROL,REACTOME,6,1,5,0.8333333333333334,negative,-0.9383278424313986,-0.6462735486921348,0.6696773424867379,0,True,True
REACTOME::REACTOME_RAP1_SIGNALLING,REACTOME,6,1,5,0.8333333333333334,negative,-0.9400421105386405,-0.716273731176667,0.6045258650439026,0,True,True
REACTOME::REACTOME_CO_INHIBITION_BY_CTLA4,REACTOME,6,1,5,0.8333333333333334,negative,-0.9448779565862948,-0.8175318795013276,0.5869324457365315,0,True,True
REACTOME::REACTOME_GABA_RECEPTOR_ACTIVATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.9481875599623161,-0.7206660419018439,0.900344504351996,0,True,True
REACTOME::REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,REACTOME,6,1,5,0.8333333333333334,negative,-0.9484424176322641,-0.7041251630804436,0.7109592324854359,0,True,True
REACTOME::REACTOME_RHOT1_GTPASE_CYCLE,REACTOME,6,1,5,0.8333333333333334,negative,-0.9489468373143989,-0.6703401841298335,0.7174316141788286,0,True,True
REACTOME::REACTOME_TRANSLESION_SYNTHESIS_BY_POLK,REACTOME,6,1,5,0.8333333333333334,negative,-0.9491609901046347,-0.6776531486923608,0.6994902523586252,0,True,True
REACTOME::REACTOME_NEGATIVE_REGULATORS_OF_DDX58_IFIH1_SIGNALING,REACTOME,6,1,5,0.8333333333333334,negative,-0.9494977347564115,-0.6240221423460303,0.8597494103114289,1,True,True
CORUM::3075::UTX-MLL2/3 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9549768799178706,-0.7483135078819035,0.5081427631264387,0,True,True
REACTOME::REACTOME_ASSEMBLY_OF_COLLAGEN_FIBRILS_AND_OTHER_MULTIMERIC_STRUCTURES,REACTOME,6,1,5,0.8333333333333334,negative,-0.9550366411827926,-0.6622143019016121,0.765254462089536,0,True,True
CORUM::1153::Integrator complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9587967443457412,-0.6908702366694032,0.7951688249508835,0,True,True
"COESSENTIALITY::1159::molecular function:transcriptional repressor activity, RNA polymerase II transcription regulatory region sequence-specific DNA binding",COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9673436590990128,-0.7556157471706224,0.7385975974056137,0,True,True
CORUM::785::Exon junction complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9681541557765339,-0.840419695173611,0.48032082620632666,1,True,True
REACTOME::REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE,REACTOME,6,1,5,0.8333333333333334,negative,-0.9693982662739951,-0.5816728005237238,0.8486668016383846,0,True,True
COESSENTIALITY::393::biological process:cholesterol efflux,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9704504952187778,-0.7109681433618039,0.7215999937167575,1,True,True
CORUM::650::HDAC2-asscociated core complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9704889073107315,-0.6995051091945718,0.7933575442325274,0,True,True
REACTOME::REACTOME_REGULATION_OF_TP53_ACTIVITY_THROUGH_ACETYLATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.9753770424843322,-0.7386534421341683,0.8096926853990706,0,True,True
COESSENTIALITY::988::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.975784716355176,-0.7245934102154646,0.6172319160774014,0,True,True
COESSENTIALITY::638::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9758848182641227,-0.6399413683221682,0.8245717148219206,0,True,True
COESSENTIALITY::1428::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9762510853798476,-0.6169782679962306,0.538266291234532,0,True,True
CORUM::1114::5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex,CORUM,6,1,5,0.8333333333333334,negative,-0.978139590853166,-0.7323196984278729,0.9351869318340787,0,True,True
"COESSENTIALITY::683::biological process:protein import into nucleus, translocation",COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9806734028930084,-0.7298763782206392,0.5947495971415335,1,True,True
COESSENTIALITY::1046::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9838903255952389,-0.6941910948978277,0.743574003655533,0,True,True
REACTOME::REACTOME_ZINC_TRANSPORTERS,REACTOME,6,1,5,0.8333333333333334,negative,-0.9850772368373268,-0.7071101156651176,0.8293867172048348,0,True,True
COESSENTIALITY::1557::biological process:beta-catenin-TCF complex assembly,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9857198467938533,-0.9205669152711837,0.6819784275636008,2,True,True
CORUM::659::MeCP1 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9861113245685259,-0.8691107400160337,0.6858014004269871,1,True,True
CORUM::685::MeCP1 complex,CORUM,6,1,5,0.8333333333333334,negative,-0.9861113245685259,-0.8691107400160337,0.6858014004269871,1,True,True
COESSENTIALITY::1015::cellular component:cytosolic small ribosomal subunit,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9875473367052701,-0.7363093600290935,0.7683636938006113,0,True,True
COESSENTIALITY::801::biological process:inactivation of MAPK activity,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9879612595587224,-0.7113909670348152,0.9225250652403022,0,True,True
COESSENTIALITY::1424::biological process:cell communication,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9892135139260098,-0.7081381078327761,0.7872391956405385,0,True,True
COESSENTIALITY::25::cellular component:intermediate filament,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9902795816451535,-0.6780195678610602,0.7133036298491183,0,True,True
REACTOME::REACTOME_METABOLISM_OF_NITRIC_OXIDE_NOS3_ACTIVATION_AND_REGULATION,REACTOME,6,1,5,0.8333333333333334,negative,-0.9929660213154123,-0.7554346546601843,0.7833243663676871,0,True,True
COESSENTIALITY::1486::biological process:positive regulation of cardiac muscle cell proliferation,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9933064850553651,-0.7332816046681588,0.47515880870981064,0,True,True
COESSENTIALITY::1710::molecular function:histone-lysine N-methyltransferase activity,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9943923095551521,-0.9170467352527907,0.6385027658730911,2,True,True
REACTOME::REACTOME_SIGNALING_BY_BMP,REACTOME,6,1,5,0.8333333333333334,negative,-0.995406538167241,-0.7171088653855368,0.7531875857349577,0,True,True
REACTOME::REACTOME_GPCR_LIGAND_BINDING,REACTOME,6,1,5,0.8333333333333334,negative,-0.9956492648339687,-0.6708177515171977,0.8190876991158464,0,True,True
REACTOME::REACTOME_G2_M_CHECKPOINTS,REACTOME,6,1,5,0.8333333333333334,negative,-0.996206085938566,-0.7784592259475472,0.7907629442909045,0,True,True
COESSENTIALITY::1461::cellular component:MLL1 complex,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-0.9985974525874661,-0.767461669093232,0.8926611312385222,1,True,True
REACTOME::REACTOME_PROCESSING_OF_INTRONLESS_PRE_MRNAS,REACTOME,6,1,5,0.8333333333333334,negative,-1.0002356856254035,-0.7641188442212958,0.7011462769965436,0,True,True
REACTOME::REACTOME_GLUTATHIONE_SYNTHESIS_AND_RECYCLING,REACTOME,6,1,5,0.8333333333333334,negative,-1.002353996093092,-0.8216647052186409,0.6423674923728461,0,True,True
COESSENTIALITY::1676::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0032239099663833,-0.6686850897156685,0.6104587284214926,0,True,True
COESSENTIALITY::1742::biological process:cholesterol efflux,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0036968222309224,-0.7490231743625749,0.7158563460163679,0,True,True
COESSENTIALITY::1123::biological process:negative regulation of smoothened signaling pathway,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0046889665292036,-0.8394264316054624,0.4580390302391419,0,True,True
COESSENTIALITY::346::biological process:keratinization,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0059610567867672,-0.7511980815230656,0.8860672516085789,0,True,True
COESSENTIALITY::894::cellular component:specific granule lumen,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0066208437482935,-0.6892321350864488,0.7434384890421007,0,True,True
COESSENTIALITY::1884::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.008854959485112,-0.7619141503737169,0.7983591419943189,0,True,True
CORUM::5877::MAP2K1-BRAF-RAF1-YWHAE-KSR1 complex,CORUM,6,1,5,0.8333333333333334,negative,-1.009345940667461,-0.6893022351884102,0.7874336316621802,0,True,True
COESSENTIALITY::357::biological process:cellular zinc ion homeostasis,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.010755119949582,-0.815924837172838,0.6589290260645231,0,True,True
CORUM::1474::SMAD3/4-E2F4/5-p107-DP1 complex,CORUM,6,1,5,0.8333333333333334,negative,-1.0119399170543535,-0.6991720750232115,0.7973613005882306,0,True,True
CORUM::6521::Akt-PHLPP1-PHLPP2-FANCI-FANCD2-USP1-UAF1 complex,CORUM,6,1,5,0.8333333333333334,negative,-1.012052079472153,-0.7666116211858559,0.6308059379739798,1,True,True
COESSENTIALITY::433::biological process:arachidonic acid secretion,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0122440245785316,-0.6534777626593415,0.8008935156610173,0,True,True
CORUM::1197::Telomere-associated protein complex,CORUM,6,1,5,0.8333333333333334,negative,-1.016810807796104,-0.7399417754222332,0.8223849150735209,0,True,True
CORUM::138::Telomere-associated protein complex,CORUM,6,1,5,0.8333333333333334,negative,-1.016810807796104,-0.7399417754222332,0.8223849150735209,0,True,True
REACTOME::REACTOME_E2F_MEDIATED_REGULATION_OF_DNA_REPLICATION,REACTOME,6,1,5,0.8333333333333334,negative,-1.0176949827137702,-0.8191613709030934,0.6944090905943491,0,True,True
HALLMARK::HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK,6,1,5,0.8333333333333334,negative,-1.0202224513971674,-0.7111071577728,0.8183573490606617,0,True,True
COESSENTIALITY::268::cellular component:phagophore assembly site,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0202483160787892,-0.7384444879934605,0.6654484253055657,0,True,True
REACTOME::REACTOME_MTOR_SIGNALLING,REACTOME,6,1,5,0.8333333333333334,negative,-1.0204371311249805,-0.7180504720593204,0.6519687078982377,0,True,True
REACTOME::REACTOME_ENDOSOMAL_VACUOLAR_PATHWAY,REACTOME,6,1,5,0.8333333333333334,negative,-1.0213192099949795,-0.7506086315729391,0.7379966406561914,0,True,True
COESSENTIALITY::1837::biological process:Fc-gamma receptor signaling pathway involved in phagocytosis,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0243732295427321,-0.8421797495425297,0.5687828468616799,1,True,True
REACTOME::REACTOME_POLYMERASE_SWITCHING_ON_THE_C_STRAND_OF_THE_TELOMERE,REACTOME,6,1,5,0.8333333333333334,negative,-1.0265849617547804,-0.7126898365800279,0.7695761561813026,0,True,True
COESSENTIALITY::475::molecular function:olfactory receptor activity,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0279328190268666,-0.7765025454877752,0.9313367614249183,0,True,True
"COESSENTIALITY::84::biological process:maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0289613908507766,-0.7861799015105947,0.780240244353186,0,True,True
REACTOME::REACTOME_BASE_EXCISION_REPAIR,REACTOME,6,1,5,0.8333333333333334,negative,-1.0300391371220723,-0.6446702479577026,0.9044231538856986,0,True,True
REACTOME::REACTOME_POSITIVE_EPIGENETIC_REGULATION_OF_RRNA_EXPRESSION,REACTOME,6,1,5,0.8333333333333334,negative,-1.0308127005307317,-0.7885650931886999,0.9751383943409255,1,True,True
COESSENTIALITY::160::,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0371514958629893,-0.7289710400805715,0.8449064937712418,0,True,True
COESSENTIALITY::422::cellular component:mediator complex,COESSENTIALITY,6,1,5,0.8333333333333334,negative,-1.0382845581305438,-0.7555612421929151,0.9187780612338373,1,True,True
CURATED::pyrimidine_interconversion,CURATED,6,1,5,0.8333333333333334,negative,-1.0409869791448019,-0.7107263993675997,0.8999379245620943,0,True,True
REACTOME::REACTOME_SCAVENGING_OF_HEME_FROM_PLASMA,REACTOME,6,1,5,0.8333333333333334,negative,-1.0411285945545998,-0.7224680242832325,0.8773041854643113,0,True,True
CORUM::561::LSm1-7 complex,CORUM,6,1,5,0.8333333333333334,negative,-1.0454431201306997,-0.7276820629307382,0.6163028693580357,1,True,True
