query,library,term,query_n_mappable,term_n_in_universe,overlap_n,overlap_genes,p_value,library_bh_fdr,global_bh_fdr
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_TYPE_1_INSULIN_LIKE_GROWTH_FACTOR_1_RECEPTOR_IGF1R,86,54,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNALING_BY_VEGF,86,106,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNALLING_TO_ERKS,86,34,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNALLING_TO_P38_VIA_RIT_AND_RIN,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNALLING_TO_RAS,86,20,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNAL_ATTENUATION,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNAL_REGULATORY_PROTEIN_FAMILY_INTERACTIONS,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SIGNAL_TRANSDUCTION_BY_L1,86,21,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SLBP_DEPENDENT_PROCESSING_OF_REPLICATION_DEPENDENT_HISTONE_PRE_MRNAS,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SLC15A4_TASL_DEPENDENT_IRF5_ACTIVATION,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SLC_MEDIATED_BILE_ACID_TRANSPORT,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SLC_MEDIATED_TRANSPORT_OF_AMINO_ACIDS,86,37,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SLC_MEDIATED_TRANSPORT_OF_INORGANIC_ANIONS,86,35,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SLC_MEDIATED_TRANSPORT_OF_NEUROTRANSMITTERS,86,21,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SLC_MEDIATED_TRANSPORT_OF_ORGANIC_CATIONS,86,14,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION,86,36,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SMALL_INTERFERING_RNA_SIRNA_BIOGENESIS,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SMOOTH_MUSCLE_CONTRACTION,86,43,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SNRNP_ASSEMBLY,86,54,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SODIUM_CALCIUM_EXCHANGERS,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SODIUM_COUPLED_PHOSPHATE_COTRANSPORTERS,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SODIUM_PROTON_EXCHANGERS,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SOMITOGENESIS,86,45,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SOS_MEDIATED_SIGNALLING,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SPECIFICATION_OF_THE_NEURAL_PLATE_BORDER,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SPERM_MOTILITY_AND_TAXES,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SPHINGOLIPID_CATABOLISM,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SPHINGOLIPID_DE_NOVO_BIOSYNTHESIS,86,37,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SPHINGOLIPID_METABOLISM,86,106,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SPOP_MEDIATED_PROTEASOMAL_DEGRADATION_OF_PD_L1_CD274,86,46,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SPRY_REGULATION_OF_FGF_SIGNALING,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_STABILIZATION_OF_P53,86,44,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_STAT5_ACTIVATION,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_STAT5_ACTIVATION_DOWNSTREAM_OF_FLT3_ITD_MUTANTS,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_STIMULI_SENSING_CHANNELS,86,105,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_STING_MEDIATED_INDUCTION_OF_HOST_IMMUNE_RESPONSES,86,15,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_STRAND_ASYNCHRONOUS_MITOCHONDRIAL_DNA_REPLICATION,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_STRIATED_MUSCLE_CONTRACTION,86,35,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SULFIDE_OXIDATION_TO_SULFATE,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SULFUR_AMINO_ACID_METABOLISM,86,28,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_CHROMATIN_ORGANIZATION_PROTEINS,86,71,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_DNA_DAMAGE_RESPONSE_AND_REPAIR_PROTEINS,86,77,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_DNA_METHYLATION_PROTEINS,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_DNA_REPLICATION_PROTEINS,86,46,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_RNA_BINDING_PROTEINS,86,47,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_SUMOYLATION_PROTEINS,86,35,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_TRANSCRIPTION_COFACTORS,86,43,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_TRANSCRIPTION_FACTORS,86,20,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMOYLATION_OF_UBIQUITINYLATION_PROTEINS,86,39,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMO_IS_CONJUGATED_TO_E1_UBA2_SAE1,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMO_IS_PROTEOLYTICALLY_PROCESSED,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUMO_IS_TRANSFERRED_FROM_E1_TO_E2_UBE2I_UBC9,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUPPRESSION_OF_APOPTOSIS,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SUPPRESSION_OF_PHAGOSOMAL_MATURATION,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SURFACTANT_METABOLISM,86,30,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SWITCHING_OF_ORIGINS_TO_A_POST_REPLICATIVE_STATE,86,78,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNAPTIC_ADHESION_LIKE_MOLECULES,86,21,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_12_EICOSATETRAENOIC_ACID_DERIVATIVES,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_16_20_HYDROXYEICOSATETRAENOIC_ACIDS_HETE,86,9,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_5_EICOSATETRAENOIC_ACIDS,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_ACTIVE_UBIQUITIN_ROLES_OF_E1_AND_E2_ENZYMES,86,30,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_DIPHTHAMIDE_EEF2,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_DNA,86,107,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_DOLICHYL_PHOSPHATE,86,7,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_EPOXY_EET_AND_DIHYDROXYEICOSATRIENOIC_ACIDS_DHET,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_GDP_MANNOSE,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_GLYCOSYLPHOSPHATIDYLINOSITOL_GPI,86,18,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,86,14,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,86,26,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_KETONE_BODIES,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_LEUKOTRIENES_LT_AND_EOXINS_EX,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PC,86,28,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PE,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PG,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PI,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_EARLY_ENDOSOME_MEMBRANE,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_ER_MEMBRANE,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_GOLGI_MEMBRANE,86,18,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_LATE_ENDOSOME_MEMBRANE,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PIPS_AT_THE_PLASMA_MEMBRANE,86,52,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_SUBSTRATES_IN_N_GLYCAN_BIOSYTHESIS,86,65,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_UDP_N_ACETYL_GLUCOSAMINE,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_OF_VERY_LONG_CHAIN_FATTY_ACYL_COAS,86,24,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_SECRETION_AND_DEACYLATION_OF_GHRELIN,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCAGON_LIKE_PEPTIDE_1_GLP_1,86,20,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_SYNTHESIS_SECRETION_AND_INACTIVATION_OF_GLUCOSE_DEPENDENT_INSULINOTROPIC_POLYPEPTIDE_GIP,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_S_PHASE,86,149,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TACHYKININ_RECEPTORS_BIND_TACHYKININS,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TANDEM_PORE_DOMAIN_POTASSIUM_CHANNELS,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TELOMERE_C_STRAND_LAGGING_STRAND_SYNTHESIS,86,34,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TELOMERE_C_STRAND_SYNTHESIS_INITIATION,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TELOMERE_EXTENSION_BY_TELOMERASE,86,23,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TELOMERE_MAINTENANCE,86,111,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TERMINAL_PATHWAY_OF_COMPLEMENT,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TERMINATION_OF_O_GLYCAN_BIOSYNTHESIS,86,23,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TERMINATION_OF_TRANSLESION_DNA_SYNTHESIS,86,32,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TETRAHYDROBIOPTERIN_BH4_SYNTHESIS_RECYCLING_SALVAGE_AND_REGULATION,86,10,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TFAP2A_ACTS_AS_A_TRANSCRIPTIONAL_REPRESSOR_DURING_RETINOIC_ACID_INDUCED_CELL_DIFFERENTIATION,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TFAP2_AP_2_FAMILY_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_FACTORS,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TGFBR3_REGULATES_TGF_BETA_SIGNALING,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS,86,47,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TGF_BETA_RECEPTOR_SIGNALING_IN_EMT_EPITHELIAL_TO_MESENCHYMAL_TRANSITION,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THE_ACTIVATION_OF_ARYLSULFATASES,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THE_CANONICAL_RETINOID_CYCLE_IN_RODS_TWILIGHT_VISION,86,22,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THE_CRY_PER_KINASE_COMPLEX_REPRESSES_TRANSACTIVATION_BY_THE_BMAL_CLOCK_ARNTL_CLOCK_COMPLEX,86,14,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THE_FATTY_ACID_CYCLING_MODEL,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THE_PHOTOTRANSDUCTION_CASCADE,86,34,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THE_RETINOID_CYCLE_IN_CONES_DAYLIGHT_VISION,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THE_ROLE_OF_GTSE1_IN_G2_M_PROGRESSION_AFTER_G2_CHECKPOINT,86,64,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THE_ROLE_OF_NEF_IN_HIV_1_REPLICATION_AND_DISEASE_PATHOGENESIS,86,28,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THROMBIN_SIGNALLING_THROUGH_PROTEINASE_ACTIVATED_RECEPTORS_PARS,86,32,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_THROMBOXANE_SIGNALLING_THROUGH_TP_RECEPTOR,86,24,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TICAM1_DEPENDENT_ACTIVATION_OF_IRF3_IRF7,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TICAM1_RIP1_MEDIATED_IKK_COMPLEX_RECRUITMENT,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TICAM1_TRAF6_DEPENDENT_INDUCTION_OF_TAK1_COMPLEX,86,11,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TIE2_SIGNALING,86,18,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TIGHT_JUNCTION_INTERACTIONS,86,29,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TLR3_MEDIATED_TICAM1_DEPENDENT_PROGRAMMED_CELL_DEATH,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TNFR1_INDUCED_NF_KAPPA_B_SIGNALING_PATHWAY,86,33,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TNFR1_INDUCED_PROAPOPTOTIC_SIGNALING,86,25,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TNFR1_MEDIATED_CERAMIDE_PRODUCTION,86,6,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,86,88,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,86,29,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TNF_SIGNALING,86,57,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TOXICITY_OF_BOTULINUM_TOXIN_TYPE_D_BOTD,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_ADDITIONAL_CELL_CYCLE_GENES_WHOSE_EXACT_ROLE_IN_THE_P53_PATHWAY_REMAIN_UNCERTAIN,86,20,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CASPASE_ACTIVATORS_AND_CASPASES,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_CYCLE_GENES,86,48,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_CELL_DEATH_GENES,86,44,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DEATH_RECEPTORS_AND_LIGANDS,86,12,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_DNA_REPAIR_GENES,86,62,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_CYTOCHROME_C_RELEASE,86,20,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G1_CELL_CYCLE_ARREST,86,14,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_GENES_INVOLVED_IN_G2_CELL_CYCLE_ARREST,86,18,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TP53_REGULATES_TRANSCRIPTION_OF_SEVERAL_ADDITIONAL_CELL_DEATH_GENES_WHOSE_SPECIFIC_ROLES_IN_P53_DEPENDENT_APOPTOSIS_REMAIN_UNCERTAIN,86,14,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAF3_DEPENDENT_IRF_ACTIVATION_PATHWAY,86,15,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX_WITHIN_TLR4_COMPLEX,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION,86,30,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAF6_MEDIATED_IRF7_ACTIVATION_IN_TLR7_8_OR_9_SIGNALING,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAFFICKING_AND_PROCESSING_OF_ENDOSOMAL_TLR,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAFFICKING_OF_AMPA_RECEPTORS,86,31,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAFFICKING_OF_GLUR2_CONTAINING_AMPA_RECEPTORS,86,17,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAFFICKING_OF_MYRISTOYLATED_PROTEINS_TO_THE_CILIUM,86,5,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRAIL_SIGNALING,86,8,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_ACTIVITY_OF_SMAD2_SMAD3_SMAD4_HETEROTRIMER,86,51,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_E2F6,86,34,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_RUNX3,86,86,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_BY_SMALL_RNAS,86,74,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTIONAL_REGULATION_OF_TESTIS_DIFFERENTIATION,86,13,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTION_COUPLED_NUCLEOTIDE_EXCISION_REPAIR_TC_NER,86,76,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_DREAM_COMPLEX,86,19,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTION_OF_E2F_TARGETS_UNDER_NEGATIVE_CONTROL_BY_P107_RBL1_AND_P130_RBL2_IN_COMPLEX_WITH_HDAC1,86,16,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSCRIPTION_OF_THE_HIV_GENOME,86,71,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSFERRIN_ENDOCYTOSIS_AND_RECYCLING,86,31,0,,1.0,1.0,1.0
DINP_parent_all_human_interacting_genes,Reactome_2026.1,REACTOME_TRANSLESION_SYNTHESIS_BY_POLH,86,19,0,,1.0,1.0,1.0
